,State/Province,Postcode,Store Number,City,Country,Population,Median Age,Household Income,Per Capita Income,Latitude,Longitude,Poverty Count,Race White,Race African American,Race American Indian,Race Asian,Race Pacific Islander,Race Two or More,ageCategory,ageBinned,householdCategory,householdBinned
2438,IN,46256.0,2,Indianapolis,US,23324.0,41.9,67750.0,43222.0,39.9,-85.99,1366.0,18854.0,2749.0,88.0,961.0,0.0,713.0,3,"(35, 55]",2,"(60000, 120000]"
2439,IN,46260.0,2,Indianapolis,US,32341.0,35.7,43480.0,30445.0,39.93,-86.16,5782.0,17066.0,11088.0,24.0,718.0,0.0,2218.0,2,"(35, 55]",1,"(0, 60000]"
2440,IN,46268.0,2,Indianapolis,US,25530.0,35.1,44282.0,25851.0,39.91,-86.21,3871.0,10639.0,11019.0,38.0,846.0,0.0,1575.0,2,"(35, 55]",1,"(0, 60000]"
2441,IN,46278.0,2,Indianapolis,US,7504.0,42.1,95938.0,53922.0,39.91,-86.26,780.0,5237.0,1784.0,0.0,275.0,0.0,312.0,3,"(35, 55]",2,"(60000, 120000]"
2442,IN,46304.0,1,Chesterton,US,24514.0,40.5,71422.0,34145.0,41.62,-87.04,2168.0,22872.0,412.0,48.0,711.0,0.0,466.0,3,"(35, 55]",2,"(60000, 120000]"
2443,IN,46307.0,1,Crown Point,US,60717.0,40.4,69790.0,32392.0,41.43,-87.36,3411.0,52893.0,2762.0,51.0,1255.0,16.0,2237.0,3,"(35, 55]",2,"(60000, 120000]"
2444,IN,46311.0,1,Dyer,US,21972.0,41.1,77603.0,35921.0,41.49,-87.51,1020.0,18900.0,904.0,61.0,393.0,0.0,852.0,3,"(35, 55]",2,"(60000, 120000]"
2445,IN,46321.0,2,Munster,US,23250.0,44.5,70503.0,37062.0,41.57,-87.51,1963.0,19247.0,703.0,85.0,1158.0,12.0,898.0,3,"(35, 55]",2,"(60000, 120000]"
2446,IN,46322.0,1,Highland,US,23285.0,42.1,61806.0,29816.0,41.52,-87.47,1745.0,19581.0,786.0,93.0,437.0,5.0,1172.0,3,"(35, 55]",2,"(60000, 120000]"
2447,IN,46324.0,1,Hammond,US,22469.0,34.7,42799.0,20504.0,41.57,-87.48,4894.0,12259.0,5295.0,107.0,73.0,0.0,1304.0,2,"(18, 35]",1,"(0, 60000]"
2448,IN,46360.0,1,Michigan City,US,43613.0,40.8,40547.0,21982.0,41.68,-86.89,9404.0,31736.0,9336.0,92.0,396.0,8.0,3081.0,3,"(35, 55]",1,"(0, 60000]"
2449,IN,46368.0,3,Portage,US,39143.0,38.1,54425.0,25346.0,41.61,-87.17,6259.0,33810.0,2998.0,55.0,449.0,0.0,1814.0,3,"(35, 55]",2,"(0, 60000]"
2450,IN,46373.0,2,St John,US,14679.0,43.9,96997.0,38139.0,41.44,-87.47,399.0,13496.0,28.0,15.0,183.0,0.0,548.0,3,"(35, 55]",2,"(60000, 120000]"
2451,IN,46375.0,1,Schereville,US,23475.0,43.4,70280.0,36863.0,41.52,-87.47,1121.0,20365.0,1108.0,37.0,711.0,0.0,583.0,3,"(35, 55]",2,"(60000, 120000]"
2452,IN,46383.0,1,Valparaiso,US,40250.0,36.7,55996.0,28999.0,41.47,-87.03,5274.0,37111.0,991.0,168.0,711.0,114.0,1559.0,3,"(35, 55]",2,"(0, 60000]"
2453,IN,46385.0,1,Valaparaiso,US,40337.0,38.9,72588.0,31739.0,41.46,-87.09,3515.0,38209.0,792.0,71.0,453.0,0.0,1115.0,3,"(35, 55]",2,"(60000, 120000]"
2454,IN,46410.0,4,Merrillville,US,39017.0,37.6,51829.0,24122.0,41.47,-87.3,5732.0,16310.0,17758.0,269.0,533.0,0.0,2878.0,3,"(35, 55]",2,"(0, 60000]"
2455,IN,46514.0,5,Elkhart,US,40108.0,39.7,46878.0,23503.0,41.73,-85.93,5541.0,34880.0,1997.0,15.0,1150.0,17.0,1912.0,3,"(35, 55]",1,"(0, 60000]"
2456,IN,46516.0,1,Elkhart,US,33760.0,33.3,37595.0,17602.0,41.69,-85.96,7952.0,25411.0,4461.0,36.0,221.0,3.0,2526.0,2,"(18, 35]",1,"(0, 60000]"
2457,IN,46517.0,2,Elkhart,US,23959.0,34.9,44179.0,19278.0,41.64,-85.91,4913.0,18071.0,3398.0,29.0,38.0,5.0,1167.0,2,"(18, 35]",1,"(0, 60000]"
2458,IN,46526.0,2,Goshen,US,33236.0,34.2,49240.0,21312.0,41.57,-85.81,4724.0,29043.0,935.0,65.0,390.0,0.0,2083.0,2,"(18, 35]",1,"(0, 60000]"
2459,IN,46528.0,1,Goshen,US,25379.0,34.4,51913.0,22050.0,41.6,-85.86,4184.0,23675.0,218.0,7.0,104.0,21.0,926.0,2,"(18, 35]",2,"(0, 60000]"
2460,IN,46530.0,3,Mishawaka,US,30859.0,42.1,87487.0,40715.0,41.75,-86.12,1543.0,27720.0,653.0,61.0,1842.0,54.0,917.0,3,"(35, 55]",2,"(60000, 120000]"
2461,IN,46544.0,2,Mishawaka,US,31502.0,36.3,44538.0,22679.0,41.67,-86.11,5046.0,27967.0,1720.0,133.0,315.0,22.0,2226.0,3,"(35, 55]",1,"(0, 60000]"
2462,IN,46545.0,3,Mishawaka,US,23792.0,36.4,35766.0,22582.0,41.72,-86.18,4172.0,19885.0,1874.0,28.0,515.0,11.0,1454.0,3,"(35, 55]",1,"(0, 60000]"
2463,IN,46550.0,1,Nappanee,US,12987.0,30.6,54362.0,22370.0,41.44,-85.98,921.0,12548.0,149.0,0.0,45.0,10.0,138.0,2,"(18, 35]",2,"(0, 60000]"
2464,IN,46556.0,2,Notre Dame,US,7213.0,20.5,23924.0,5507.0,41.7,-86.24,484.0,6046.0,110.0,8.0,653.0,0.0,639.0,2,"(18, 35]",1,"(0, 60000]"
2465,IN,46563.0,1,Plymouth,US,23860.0,40.1,46860.0,22643.0,41.35,-86.3,3488.0,21645.0,86.0,69.0,186.0,0.0,792.0,3,"(35, 55]",1,"(0, 60000]"
2466,IN,46580.0,1,Warsaw,US,21333.0,39.2,49535.0,27416.0,41.24,-85.83,2119.0,19504.0,357.0,35.0,456.0,0.0,729.0,3,"(35, 55]",1,"(0, 60000]"
2467,IN,46582.0,1,Warsaw,US,12767.0,34.4,56493.0,26880.0,41.25,-85.82,1217.0,11009.0,100.0,12.0,262.0,0.0,318.0,2,"(18, 35]",2,"(0, 60000]"
2468,IN,46601.0,1,South Bend,US,6568.0,34.4,15160.0,11674.0,41.68,-86.25,3048.0,2651.0,3496.0,42.0,10.0,0.0,596.0,2,"(18, 35]",1,"(0, 60000]"
2469,IN,46614.0,3,South Bend,US,30179.0,41.5,47357.0,28777.0,41.63,-86.23,3743.0,25269.0,2978.0,55.0,386.0,17.0,2133.0,3,"(35, 55]",1,"(0, 60000]"
2470,IN,46635.0,1,South Bend,US,6504.0,45.9,57893.0,28858.0,41.7,-86.22,740.0,5415.0,624.0,132.0,138.0,0.0,189.0,3,"(35, 55]",2,"(0, 60000]"
2471,IN,46637.0,2,South Bend,US,15766.0,36.4,50250.0,26564.0,41.72,-86.22,1473.0,13188.0,1589.0,40.0,399.0,0.0,705.0,3,"(35, 55]",2,"(0, 60000]"
2472,IN,46706.0,1,Auburn,US,18629.0,40.6,50282.0,28522.0,41.37,-85.07,2242.0,18082.0,67.0,10.0,99.0,0.0,493.0,3,"(35, 55]",2,"(0, 60000]"
2473,IN,46802.0,1,Fort Wayne,US,11280.0,29.8,27642.0,16373.0,41.08,-85.15,4112.0,7743.0,2083.0,71.0,281.0,0.0,1235.0,2,"(18, 35]",1,"(0, 60000]"
2474,IN,46804.0,5,Ft Wayne,US,28618.0,39.9,61727.0,34605.0,41.08,-85.2,2224.0,25416.0,1180.0,33.0,993.0,0.0,1368.0,3,"(35, 55]",2,"(60000, 120000]"
2475,IN,46805.0,4,Fort Wayne,US,20565.0,34.2,37168.0,20630.0,41.12,-85.09,4148.0,16205.0,2034.0,109.0,809.0,94.0,1562.0,2,"(18, 35]",1,"(0, 60000]"
2476,IN,46814.0,1,Ft. Wayne,US,12285.0,38.6,114074.0,55364.0,41.08,-85.28,585.0,10312.0,545.0,20.0,694.0,0.0,900.0,3,"(35, 55]",3,"(60000, 120000]"
2477,IN,46815.0,1,Fort Wayne,US,27522.0,37.5,56589.0,26537.0,41.12,-85.06,1845.0,23110.0,2914.0,56.0,490.0,13.0,1811.0,3,"(35, 55]",2,"(0, 60000]"
2478,IN,46818.0,3,Ft. Wayne,US,20370.0,35.9,54061.0,26274.0,41.17,-85.16,2201.0,18513.0,410.0,98.0,422.0,0.0,1342.0,3,"(35, 55]",2,"(0, 60000]"
2479,IN,46825.0,2,Fort Wayne,US,28560.0,35.9,51182.0,26532.0,41.18,-85.11,3388.0,23904.0,1966.0,25.0,1557.0,0.0,1096.0,3,"(35, 55]",2,"(0, 60000]"
2480,IN,46835.0,3,Ft. Wayne,US,34090.0,36.8,58599.0,30015.0,41.13,-85.01,3029.0,29375.0,1820.0,60.0,1473.0,0.0,2182.0,3,"(35, 55]",2,"(0, 60000]"
2481,IN,46902.0,1,Kokomo,US,35949.0,40.6,46203.0,25442.0,40.44,-86.13,6022.0,31592.0,2694.0,67.0,755.0,72.0,1219.0,3,"(35, 55]",1,"(0, 60000]"
2482,IN,46933.0,1,Gas City,US,6477.0,39.9,42016.0,21206.0,40.48,-85.55,1070.0,6039.0,59.0,0.0,25.0,0.0,539.0,3,"(35, 55]",1,"(0, 60000]"
2483,IN,46947.0,1,Logansport,US,28341.0,38.9,39281.0,21015.0,40.76,-86.33,4851.0,23155.0,527.0,71.0,516.0,45.0,1244.0,3,"(35, 55]",1,"(0, 60000]"
2484,IN,46953.0,1,Marion,US,24547.0,34.5,33724.0,16360.0,40.53,-85.67,5451.0,20158.0,3407.0,43.0,107.0,0.0,1135.0,2,"(18, 35]",1,"(0, 60000]"
2485,IN,46975.0,1,Rochester,US,14259.0,43.8,44638.0,24074.0,41.05,-86.22,2238.0,13889.0,79.0,69.0,72.0,4.0,266.0,3,"(35, 55]",1,"(0, 60000]"
2486,IN,47129.0,1,Clarksville,US,19658.0,39.5,40155.0,21166.0,38.31,-85.77,2436.0,17865.0,876.0,84.0,58.0,0.0,978.0,3,"(35, 55]",1,"(0, 60000]"
2487,IN,47150.0,2,New Albany,US,48394.0,38.9,45343.0,24230.0,38.31,-85.84,8825.0,41928.0,3590.0,217.0,510.0,0.0,2830.0,3,"(35, 55]",1,"(0, 60000]"
2488,IN,47201.0,4,Columbus,US,43689.0,36.3,52579.0,26800.0,39.23,-85.88,6702.0,36760.0,774.0,120.0,2620.0,32.0,1480.0,3,"(35, 55]",2,"(0, 60000]"
2489,IN,47303.0,1,Muncie,US,26061.0,27.7,31154.0,16733.0,40.22,-85.39,7960.0,22100.0,1964.0,11.0,193.0,3.0,2559.0,2,"(18, 35]",1,"(0, 60000]"
2490,IN,47304.0,1,Muncie,US,30733.0,35.0,46731.0,26225.0,40.19,-85.42,5306.0,27866.0,1202.0,50.0,983.0,17.0,1094.0,2,"(18, 35]",1,"(0, 60000]"
2491,IN,47306.0,1,Muncie,US,5365.0,19.5,0.0,4465.0,40.2,-85.41,9.0,4543.0,315.0,0.0,101.0,6.0,774.0,2,"(18, 35]",1,
2492,IN,47374.0,1,Richmond,US,46333.0,40.6,35179.0,20971.0,39.83,-84.85,10585.0,40126.0,3176.0,49.0,450.0,0.0,3418.0,3,"(35, 55]",1,"(0, 60000]"
2493,IN,47401.0,4,Bloomington,US,42211.0,29.4,49430.0,32044.0,39.17,-86.49,9428.0,35236.0,1331.0,103.0,4100.0,27.0,2448.0,2,"(18, 35]",1,"(0, 60000]"
2494,IN,47404.0,1,Bloomington,US,22471.0,30.2,35776.0,21028.0,39.17,-86.57,6742.0,19811.0,879.0,233.0,345.0,10.0,1720.0,2,"(18, 35]",1,"(0, 60000]"
2495,IN,47405.0,1,Bloomington,US,4062.0,19.5,0.0,2683.0,39.17,-86.52,0.0,3418.0,96.0,0.0,396.0,0.0,204.0,2,"(18, 35]",1,
2496,IN,47408.0,1,Bloomington,US,25563.0,23.9,26156.0,20366.0,39.17,-86.53,9180.0,21810.0,629.0,9.0,2565.0,16.0,862.0,2,"(18, 35]",1,"(0, 60000]"
2497,IN,47421.0,1,Bedford,US,27827.0,42.0,43432.0,23383.0,38.86,-86.51,3970.0,26867.0,121.0,17.0,177.0,0.0,803.0,3,"(35, 55]",1,"(0, 60000]"
2498,IN,47630.0,1,Newburgh,US,35297.0,40.1,67541.0,33776.0,37.98,-87.39,2779.0,32479.0,870.0,85.0,1226.0,16.0,913.0,3,"(35, 55]",2,"(60000, 120000]"
2499,IN,47710.0,1,Evansville,US,19058.0,40.5,34537.0,20898.0,38.02,-87.57,4236.0,16517.0,1919.0,15.0,26.0,0.0,954.0,3,"(35, 55]",1,"(0, 60000]"
2500,IN,47712.0,1,Evansville,US,26744.0,32.1,44646.0,23461.0,37.96,-87.68,3703.0,25443.0,600.0,33.0,297.0,0.0,500.0,2,"(18, 35]",1,"(0, 60000]"
2501,IN,47715.0,4,Evansville,US,26970.0,38.4,41536.0,27321.0,38.0,-87.47,2791.0,23190.0,2196.0,49.0,578.0,0.0,1807.0,3,"(35, 55]",1,"(0, 60000]"
2502,IN,47802.0,2,Terre Haute,US,35171.0,39.4,41950.0,24445.0,39.43,-87.41,5594.0,29226.0,2956.0,131.0,1208.0,0.0,2492.0,3,"(35, 55]",1,"(0, 60000]"
2503,IN,47803.0,1,Terre Haute,US,20152.0,34.7,43916.0,24681.0,39.47,-87.38,3220.0,18489.0,633.0,28.0,345.0,0.0,1054.0,2,"(18, 35]",1,"(0, 60000]"
2504,IN,47905.0,3,Lafayette,US,40834.0,34.7,52177.0,27003.0,40.42,-86.82,5152.0,36756.0,1872.0,30.0,601.0,12.0,1674.0,2,"(18, 35]",2,"(0, 60000]"
2505,IN,47906.0,4,West Lafayette,US,70917.0,22.6,39022.0,21020.0,40.45,-86.9,20166.0,55554.0,1721.0,78.0,11481.0,10.0,2939.0,2,"(18, 35]",1,"(0, 60000]"
2506,IN,47907.0,1,West Lafayette,US,0.0,0.0,0.0,0.0,40.42,-86.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,
2507,IN,47909.0,1,Lafayette,US,40814.0,33.8,52623.0,25491.0,40.42,-86.85,6229.0,36677.0,1983.0,32.0,587.0,0.0,1883.0,2,"(18, 35]",2,"(0, 60000]"
2508,KS,66027.0,1,Fort Leavenworth,US,6249.0,26.1,91097.0,24933.0,39.36,-94.92,393.0,5030.0,642.0,5.0,221.0,61.0,380.0,2,"(18, 35]",2,"(60000, 120000]"
2509,KS,66044.0,2,Lawrence,US,27570.0,23.5,33379.0,19805.0,38.97,-95.24,7548.0,23989.0,852.0,349.0,959.0,24.0,2213.0,2,"(18, 35]",1,"(0, 60000]"
2510,KS,66046.0,2,Lawrence,US,19691.0,29.1,41877.0,22303.0,38.94,-95.25,3735.0,14665.0,1472.0,898.0,1016.0,0.0,2796.0,2,"(18, 35]",1,"(0, 60000]"
2511,KS,66048.0,1,Leavenworth,US,35500.0,38.1,53266.0,25489.0,39.3,-94.91,5270.0,27664.0,4601.0,192.0,611.0,35.0,3300.0,3,"(35, 55]",2,"(0, 60000]"
2512,KS,66049.0,4,Lawrence,US,27556.0,33.7,63185.0,36737.0,38.97,-95.27,3091.0,23489.0,1055.0,787.0,1297.0,0.0,1632.0,2,"(18, 35]",2,"(60000, 120000]"
2513,KS,66061.0,1,Olathe,US,59091.0,34.7,70395.0,31796.0,38.91,-94.78,5284.0,49889.0,3330.0,298.0,2089.0,44.0,3830.0,2,"(18, 35]",2,"(60000, 120000]"
2514,KS,66062.0,7,Olathe,US,78356.0,34.2,84384.0,35064.0,38.91,-94.76,3804.0,68174.0,3188.0,104.0,4062.0,26.0,4350.0,2,"(18, 35]",2,"(60000, 120000]"
2515,KS,66067.0,1,Ottawa,US,15904.0,38.4,48769.0,24249.0,38.59,-95.27,2192.0,14607.0,232.0,62.0,32.0,0.0,1109.0,3,"(35, 55]",1,"(0, 60000]"
2516,KS,66109.0,1,Kansas City,US,21753.0,39.3,74105.0,31485.0,39.13,-94.83,1100.0,15230.0,4784.0,79.0,430.0,0.0,1820.0,3,"(35, 55]",2,"(60000, 120000]"
2517,KS,66111.0,1,Kansas City,US,10138.0,35.6,48627.0,19980.0,39.13,-94.83,1799.0,8433.0,1034.0,19.0,133.0,0.0,585.0,2,"(35, 55]",1,"(0, 60000]"
2518,KS,66112.0,1,Kansas City,US,12504.0,36.8,39256.0,21192.0,39.12,-94.76,1938.0,5477.0,5562.0,68.0,365.0,63.0,756.0,3,"(35, 55]",1,"(0, 60000]"
2519,KS,66202.0,3,Mission,US,15987.0,34.2,54459.0,32478.0,39.02,-94.66,1648.0,13455.0,1261.0,37.0,427.0,8.0,1363.0,2,"(18, 35]",2,"(0, 60000]"
2520,KS,66204.0,1,Overland Park,US,19855.0,34.1,51914.0,26829.0,38.99,-94.7,2191.0,16828.0,1277.0,32.0,931.0,10.0,1137.0,2,"(18, 35]",2,"(0, 60000]"
2521,KS,66206.0,1,Overland Park,US,10207.0,44.5,112775.0,60823.0,38.96,-94.63,327.0,9894.0,39.0,0.0,165.0,14.0,54.0,3,"(35, 55]",3,"(60000, 120000]"
2522,KS,66208.0,2,Prairie Village,US,21483.0,40.1,84690.0,55044.0,39.0,-94.63,831.0,20853.0,211.0,0.0,166.0,0.0,382.0,3,"(35, 55]",2,"(60000, 120000]"
2523,KS,66209.0,2,Overland Park,US,19659.0,47.7,102452.0,67731.0,38.91,-94.64,547.0,17619.0,476.0,28.0,962.0,7.0,1110.0,3,"(35, 55]",3,"(60000, 120000]"
2524,KS,66210.0,3,Overland Park,US,18642.0,36.4,69290.0,38954.0,38.93,-94.67,1005.0,15387.0,1464.0,49.0,1066.0,0.0,959.0,3,"(35, 55]",2,"(60000, 120000]"
2525,KS,66211.0,1,Leawood,US,4455.0,53.6,90125.0,120354.0,38.92,-94.64,101.0,4013.0,55.0,11.0,178.0,0.0,396.0,3,"(35, 55]",2,"(60000, 120000]"
2526,KS,66212.0,1,Overland Park,US,33544.0,36.1,59429.0,31709.0,38.97,-94.67,2617.0,29020.0,2067.0,37.0,1061.0,0.0,2201.0,3,"(35, 55]",2,"(0, 60000]"
2527,KS,66213.0,3,Overland Park,US,28522.0,38.6,83451.0,42240.0,38.91,-94.67,1331.0,23174.0,1298.0,150.0,2888.0,0.0,1481.0,3,"(35, 55]",2,"(60000, 120000]"
2528,KS,66214.0,2,Overland Park,US,11925.0,34.4,50169.0,29822.0,38.95,-94.72,1701.0,9673.0,1104.0,19.0,452.0,23.0,941.0,2,"(18, 35]",2,"(0, 60000]"
2529,KS,66215.0,2,Shawnee Mission,US,25622.0,39.6,67548.0,35261.0,38.97,-94.74,1790.0,23161.0,809.0,83.0,606.0,0.0,1474.0,3,"(35, 55]",2,"(60000, 120000]"
2530,KS,66216.0,2,Shawnee,US,25921.0,38.9,86638.0,37103.0,39.02,-94.72,1565.0,22198.0,1428.0,85.0,689.0,0.0,2611.0,3,"(35, 55]",2,"(60000, 120000]"
2531,KS,66217.0,1,Shawnee Mission,US,5419.0,43.7,56479.0,38801.0,39.01,-94.77,790.0,4151.0,666.0,29.0,112.0,0.0,731.0,3,"(35, 55]",2,"(0, 60000]"
2532,KS,66221.0,1,Overland Park,US,16467.0,35.6,134000.0,55029.0,38.89,-94.72,344.0,14517.0,457.0,12.0,1242.0,0.0,386.0,2,"(35, 55]",3,"(120000, 180000]"
2533,KS,66223.0,2,Overland Park,US,22582.0,35.4,94840.0,45666.0,38.85,-94.67,964.0,17563.0,775.0,67.0,3664.0,31.0,719.0,2,"(35, 55]",2,"(60000, 120000]"
2534,KS,66226.0,1,Shawnee,US,13712.0,33.6,117069.0,36966.0,39.01,-94.84,401.0,12386.0,200.0,139.0,612.0,0.0,718.0,2,"(18, 35]",3,"(60000, 120000]"
2535,KS,66441.0,1,Junction City,US,28489.0,27.1,44418.0,22919.0,39.02,-96.82,3794.0,18855.0,5484.0,279.0,977.0,270.0,4126.0,2,"(18, 35]",1,"(0, 60000]"
2536,KS,66442.0,1,Ft. Riley,US,15494.0,21.7,39272.0,14683.0,39.08,-96.79,1283.0,12074.0,2059.0,17.0,328.0,117.0,1462.0,2,"(18, 35]",1,"(0, 60000]"
2537,KS,66502.0,3,Manhattan,US,46288.0,24.9,38389.0,23420.0,39.19,-96.56,12551.0,38763.0,2659.0,246.0,2301.0,76.0,3102.0,2,"(18, 35]",1,"(0, 60000]"
2538,KS,66604.0,2,Topeka,US,22576.0,35.8,40325.0,24336.0,39.05,-95.73,4467.0,18896.0,2029.0,91.0,149.0,40.0,2079.0,2,"(35, 55]",1,"(0, 60000]"
2539,KS,66614.0,3,Topeka,US,31315.0,39.7,54293.0,29550.0,39.03,-95.74,2861.0,26627.0,2043.0,166.0,823.0,35.0,2621.0,3,"(35, 55]",2,"(0, 60000]"
2540,KS,66762.0,1,Pittsburg,US,24816.0,28.3,34586.0,20225.0,37.44,-94.7,6331.0,22209.0,814.0,138.0,602.0,0.0,1645.0,2,"(18, 35]",1,"(0, 60000]"
2541,KS,66801.0,1,Emporia,US,28417.0,30.9,37906.0,20348.0,38.42,-96.22,6348.0,24759.0,826.0,137.0,664.0,0.0,1903.0,2,"(18, 35]",1,"(0, 60000]"
2542,KS,67002.0,1,Andover,US,14348.0,37.4,81359.0,36073.0,37.7,-97.13,453.0,13416.0,235.0,52.0,399.0,0.0,472.0,3,"(35, 55]",2,"(60000, 120000]"
2543,KS,67037.0,2,Derby,US,28097.0,36.8,69373.0,31509.0,37.72,-97.24,1594.0,25524.0,723.0,61.0,593.0,0.0,2078.0,3,"(35, 55]",2,"(60000, 120000]"
2544,KS,67203.0,1,Wichita,US,30412.0,35.1,40355.0,22525.0,37.72,-97.36,4901.0,24565.0,1397.0,328.0,558.0,0.0,1896.0,2,"(35, 55]",1,"(0, 60000]"
2545,KS,67205.0,3,Wichita,US,16732.0,39.2,101147.0,36545.0,37.73,-97.46,923.0,15059.0,53.0,254.0,1037.0,0.0,547.0,3,"(35, 55]",3,"(60000, 120000]"
2546,KS,67206.0,3,Wichita,US,15778.0,44.4,65669.0,51211.0,37.72,-97.21,1536.0,13642.0,655.0,43.0,821.0,111.0,763.0,3,"(35, 55]",2,"(60000, 120000]"
2547,KS,67207.0,2,Witchita,US,28445.0,31.2,44444.0,23627.0,37.68,-97.24,3963.0,15921.0,5080.0,140.0,4881.0,0.0,3686.0,2,"(18, 35]",1,"(0, 60000]"
2548,KS,67209.0,1,Wichita,US,13631.0,37.4,63704.0,26571.0,37.68,-97.43,1178.0,12304.0,568.0,186.0,179.0,28.0,668.0,3,"(35, 55]",2,"(60000, 120000]"
2549,KS,67212.0,2,Wichita,US,44829.0,37.4,56636.0,27514.0,37.69,-97.45,4073.0,40200.0,1071.0,468.0,644.0,0.0,2933.0,3,"(35, 55]",2,"(0, 60000]"
2550,KS,67213.0,1,Wichita,US,21541.0,32.7,29005.0,15191.0,37.67,-97.39,6639.0,17572.0,1709.0,348.0,277.0,18.0,2060.0,2,"(18, 35]",1,"(0, 60000]"
2551,KS,67216.0,1,Wichita,US,24656.0,32.1,35618.0,16706.0,37.61,-97.33,6200.0,20437.0,1470.0,192.0,1128.0,0.0,1863.0,2,"(18, 35]",1,"(0, 60000]"
2552,KS,67217.0,2,Wichita,US,29726.0,32.4,39817.0,18931.0,37.65,-97.35,5369.0,24150.0,1557.0,279.0,1280.0,0.0,4234.0,2,"(18, 35]",1,"(0, 60000]"
2553,KS,67220.0,1,Wichita,US,14931.0,32.9,56336.0,25750.0,37.75,-97.26,1827.0,8636.0,4070.0,47.0,1496.0,0.0,846.0,2,"(18, 35]",2,"(0, 60000]"
2554,KS,67226.0,2,Wichita,US,18625.0,36.3,66959.0,38223.0,37.74,-97.24,1417.0,14586.0,2307.0,32.0,1069.0,0.0,994.0,3,"(35, 55]",2,"(60000, 120000]"
2555,KS,67235.0,1,Wichita,US,12520.0,36.0,96304.0,35314.0,37.68,-97.48,103.0,11406.0,140.0,79.0,496.0,0.0,570.0,3,"(35, 55]",2,"(60000, 120000]"
2556,KS,67401.0,3,Salina,US,51374.0,37.5,46873.0,25330.0,38.87,-97.61,8294.0,44616.0,1753.0,262.0,1362.0,31.0,2937.0,3,"(35, 55]",1,"(0, 60000]"
2557,KS,67501.0,1,Hutchinson,US,25842.0,34.2,37349.0,16711.0,38.07,-97.9,4162.0,22045.0,1461.0,267.0,88.0,13.0,2121.0,2,"(18, 35]",1,"(0, 60000]"
2558,KS,67502.0,1,Hutchinson,US,24691.0,45.6,58625.0,30998.0,38.11,-97.92,1775.0,23587.0,337.0,25.0,237.0,17.0,522.0,3,"(35, 55]",2,"(0, 60000]"
2559,KS,67601.0,2,Hays,US,24087.0,31.2,44131.0,26089.0,38.88,-99.32,4012.0,22544.0,314.0,49.0,349.0,49.0,903.0,2,"(18, 35]",1,"(0, 60000]"
2560,KS,67701.0,1,Colby,US,6643.0,33.7,47680.0,26296.0,39.36,-101.06,589.0,6246.0,147.0,25.0,5.0,4.0,191.0,2,"(18, 35]",1,"(0, 60000]"
2561,KS,67846.0,1,Garden City,US,33900.0,30.5,48310.0,22062.0,37.98,-100.84,5775.0,25205.0,824.0,271.0,1502.0,0.0,1645.0,2,"(18, 35]",1,"(0, 60000]"
2562,KY,40004.0,1,Bardstown,US,29563.0,35.5,49051.0,25635.0,37.83,-85.47,5021.0,26508.0,2074.0,91.0,80.0,0.0,726.0,2,"(35, 55]",1,"(0, 60000]"
2563,KY,40014.0,1,Crestwood,US,20595.0,39.9,90595.0,35822.0,38.34,-85.49,595.0,19230.0,643.0,33.0,278.0,0.0,654.0,3,"(35, 55]",2,"(60000, 120000]"
2564,KY,40031.0,1,LaGrange,US,24095.0,39.3,70752.0,25037.0,38.38,-85.36,2323.0,20911.0,1654.0,104.0,166.0,14.0,952.0,3,"(35, 55]",2,"(60000, 120000]"
2565,KY,40059.0,1,Prospect,US,17986.0,44.3,114097.0,66566.0,38.34,-85.62,661.0,16201.0,749.0,22.0,701.0,0.0,506.0,3,"(35, 55]",3,"(60000, 120000]"
2566,KY,40065.0,1,Shelbyville,US,29713.0,37.6,55000.0,24805.0,38.22,-85.2,3978.0,25050.0,2420.0,18.0,450.0,0.0,1209.0,3,"(35, 55]",2,"(0, 60000]"
2567,KY,40121.0,1,Fort Knox,US,9449.0,23.4,51820.0,19888.0,37.88,-85.95,808.0,6551.0,1878.0,86.0,246.0,85.0,875.0,2,"(18, 35]",2,"(0, 60000]"
2568,KY,40165.0,1,Shepherdsville,US,34579.0,39.3,56497.0,23880.0,37.99,-85.71,4195.0,33422.0,103.0,119.0,219.0,73.0,1000.0,3,"(35, 55]",2,"(0, 60000]"
2569,KY,40202.0,4,Louisville,US,6362.0,37.4,14738.0,19452.0,38.26,-85.75,2082.0,2623.0,3403.0,6.0,92.0,0.0,412.0,3,"(35, 55]",1,"(0, 60000]"
2570,KY,40204.0,1,Louisville,US,14353.0,35.2,45856.0,38043.0,38.24,-85.72,2000.0,12532.0,1163.0,6.0,132.0,12.0,880.0,2,"(35, 55]",1,"(0, 60000]"
2571,KY,40207.0,5,St Matthews,US,30544.0,41.0,72909.0,48169.0,38.26,-85.62,2312.0,28001.0,958.0,96.0,581.0,0.0,959.0,3,"(35, 55]",2,"(60000, 120000]"
2572,KY,40208.0,1,Louisville,US,16186.0,22.8,26551.0,15138.0,38.22,-85.76,5165.0,10804.0,4316.0,63.0,127.0,25.0,1657.0,2,"(18, 35]",1,"(0, 60000]"
2573,KY,40209.0,2,LOUISVILLE,US,450.0,27.7,21458.0,13358.0,38.19,-85.74,317.0,390.0,38.0,0.0,0.0,0.0,44.0,2,"(18, 35]",1,"(0, 60000]"
