,State/Province,Postcode,Store Number,City,Country,Population,Median Age,Household Income,Per Capita Income,Latitude,Longitude,Poverty Count,Race White,Race African American,Race American Indian,Race Asian,Race Pacific Islander,Race Two or More,ageCategory,ageBinned,householdCategory,householdBinned
1465,CT,65142.0,1,Hamden,US,0.0,0.0,0.0,0.0,41.37,-72.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,
1466,CT,65164.0,2,West Haven,US,0.0,0.0,0.0,0.0,41.27,-72.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,
1467,CT,65252.0,1,Woodbridge,US,0.0,0.0,0.0,0.0,41.34,-72.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,
1468,CT,66114.0,2,Trumbull,US,0.0,0.0,0.0,0.0,41.25,-73.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,
1469,CT,66115.0,1,Trumbull,US,0.0,0.0,0.0,0.0,41.23,-73.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,
1470,CT,66144.0,1,Stratford,US,0.0,0.0,0.0,0.0,41.2,-73.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,
1471,CT,67042.0,1,Waterbury,US,17698.0,34.9,48670.0,22133.0,41.58,-73.03,3148.0,16348.0,698.0,228.0,76.0,8.0,480.0,2,"(18, 35]",1,"(0, 60000]"
1472,CT,67763.0,1,New Milford,US,0.0,0.0,0.0,0.0,41.57,-73.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,
1473,CT,67903.0,1,Torrington,US,0.0,0.0,0.0,0.0,41.82,-73.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,
1474,CT,67952.0,1,Watertown,US,658.0,29.8,54318.0,21203.0,41.59,-73.11,42.0,555.0,2.0,2.0,0.0,0.0,8.0,2,"(18, 35]",2,"(0, 60000]"
1475,CT,68013.0,1,Bethel,US,0.0,0.0,0.0,0.0,41.41,-73.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,
1476,CT,68107.0,1,Danbury,US,31548.0,28.5,37341.0,14157.0,41.38,-73.48,8731.0,22259.0,2475.0,281.0,247.0,0.0,1709.0,2,"(18, 35]",1,"(0, 60000]"
1477,CT,68114.0,1,Danbury,US,17497.0,37.9,51093.0,38674.0,41.43,-73.42,1695.0,15005.0,1303.0,16.0,636.0,0.0,874.0,3,"(35, 55]",2,"(0, 60000]"
1478,CT,68115.0,1,Danbury,US,0.0,0.0,0.0,0.0,41.39,-73.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,
1479,CT,68124.0,1,New Fairfield,US,15599.0,40.6,64129.0,37575.0,41.47,-73.49,1583.0,14003.0,670.0,44.0,413.0,5.0,726.0,3,"(35, 55]",2,"(60000, 120000]"
1480,CT,68204.0,1,Darien,US,0.0,0.0,0.0,0.0,41.08,-73.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,
1481,CT,68245.0,1,Fairfield,US,0.0,0.0,0.0,0.0,41.14,-73.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,
1482,CT,68253.0,1,Fairfield,US,0.0,0.0,0.0,0.0,41.18,-73.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,
1483,CT,68254.0,1,Fairfield,US,0.0,0.0,0.0,0.0,41.18,-73.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,
1484,CT,68305.0,1,Greenwich,US,4193.0,43.0,52244.0,28871.0,41.03,-73.62,302.0,4075.0,26.0,39.0,34.0,0.0,38.0,3,"(35, 55]",2,"(0, 60000]"
1485,CT,68306.0,1,Greenwich,US,0.0,0.0,0.0,0.0,41.02,-73.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,
1486,CT,68405.0,1,New Canaan,US,3466.0,35.0,52716.0,25752.0,41.15,-73.5,248.0,3392.0,5.0,17.0,12.0,0.0,63.0,2,"(18, 35]",2,"(0, 60000]"
1487,CT,68511.0,1,Norwalk,US,0.0,0.0,0.0,0.0,41.16,-73.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,
1488,CT,68513.0,1,Norwalk,US,0.0,0.0,0.0,0.0,41.12,-73.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,
1489,CT,68774.0,1,Ridgefield,US,272.0,54.8,57578.0,28282.0,41.29,-73.49,23.0,263.0,3.0,3.0,0.0,0.0,6.0,4,"(35, 55]",2,"(0, 60000]"
1490,CT,68781.0,1,Riverside,US,1582.0,38.9,45750.0,26174.0,41.04,-73.58,88.0,1553.0,8.0,4.0,0.0,0.0,30.0,3,"(35, 55]",1,"(0, 60000]"
1491,CT,68803.0,1,Westport,US,23309.0,40.3,51715.0,27605.0,41.14,-73.36,2419.0,22270.0,327.0,86.0,279.0,0.0,292.0,3,"(35, 55]",2,"(0, 60000]"
1492,CT,68805.0,1,Westport,US,0.0,0.0,0.0,0.0,41.14,-73.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,
1493,CT,68974.0,1,Wilton,US,164.0,55.4,34375.0,35190.0,41.19,-73.43,29.0,164.0,0.0,0.0,0.0,0.0,0.0,4,"(55, 70]",1,"(0, 60000]"
1494,CT,69012.0,2,Stamford,US,0.0,0.0,0.0,0.0,41.06,-73.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,
1495,CT,69013.0,1,Stamford,US,0.0,0.0,0.0,0.0,41.05,-73.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,
1496,CT,69026.0,1,Stamford,US,237.0,51.1,31375.0,15505.0,41.04,-73.56,78.0,237.0,0.0,0.0,0.0,0.0,0.0,3,"(35, 55]",1,"(0, 60000]"
1497,CT,69051.0,1,Stamford,US,0.0,0.0,0.0,0.0,41.11,-73.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,
1498,CT,69054.0,1,Stamford,US,0.0,0.0,0.0,0.0,41.07,-73.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,
1499,DC,20001.0,12,Washington DC,US,43731.0,30.6,85976.0,47025.0,38.9,-77.01,6476.0,17035.0,20591.0,111.0,3093.0,0.0,1966.0,2,"(18, 35]",2,"(60000, 120000]"
1500,DC,20002.0,5,Washington,US,57412.0,34.0,74303.0,44684.0,38.91,-76.98,9914.0,22727.0,30018.0,159.0,1735.0,17.0,3057.0,2,"(18, 35]",2,"(60000, 120000]"
1501,DC,20003.0,4,Washington,US,28538.0,34.8,112083.0,61472.0,38.89,-76.99,2484.0,17351.0,9267.0,74.0,700.0,0.0,1634.0,2,"(18, 35]",3,"(60000, 120000]"
1502,DC,20004.0,6,Washington,US,1667.0,41.0,135859.0,117671.0,38.9,-77.02,85.0,1325.0,42.0,0.0,232.0,0.0,124.0,3,"(35, 55]",3,"(120000, 180000]"
1503,DC,20005.0,9,Washington DC,US,12947.0,33.8,87676.0,74893.0,38.91,-77.02,1453.0,8523.0,1724.0,24.0,901.0,30.0,1370.0,2,"(18, 35]",2,"(60000, 120000]"
1504,DC,20006.0,4,Washington,US,2905.0,20.6,34125.0,13618.0,38.9,-77.04,442.0,1949.0,234.0,11.0,536.0,0.0,224.0,2,"(18, 35]",1,"(0, 60000]"
1505,DC,20007.0,7,Washington,US,26687.0,33.2,119267.0,82890.0,38.92,-77.06,3040.0,22495.0,1412.0,41.0,1598.0,0.0,1560.0,2,"(18, 35]",3,"(60000, 120000]"
1506,DC,20008.0,2,Washington,US,28141.0,37.1,111074.0,92144.0,38.94,-77.06,2000.0,22087.0,2343.0,87.0,1729.0,0.0,1674.0,3,"(35, 55]",3,"(60000, 120000]"
1507,DC,20009.0,4,Washington,US,51499.0,32.3,94213.0,65660.0,38.92,-77.03,5736.0,35242.0,9435.0,90.0,2758.0,111.0,2946.0,2,"(18, 35]",2,"(60000, 120000]"
1508,DC,20010.0,2,Washington,US,32544.0,32.0,66404.0,40031.0,38.93,-77.03,4322.0,16557.0,9196.0,251.0,1249.0,0.0,2126.0,2,"(18, 35]",2,"(60000, 120000]"
1509,DC,20011.0,1,Washington,US,66571.0,36.7,62281.0,35358.0,38.94,-77.02,9074.0,11652.0,41724.0,478.0,1208.0,22.0,3153.0,3,"(35, 55]",2,"(60000, 120000]"
1510,DC,20012.0,2,Washington,US,14393.0,44.6,80991.0,50871.0,38.97,-77.02,1652.0,3414.0,9301.0,52.0,298.0,9.0,933.0,3,"(35, 55]",2,"(60000, 120000]"
1511,DC,20015.0,2,Washington,US,16331.0,42.9,161352.0,85107.0,38.96,-77.07,773.0,13088.0,1616.0,28.0,845.0,0.0,944.0,3,"(35, 55]",4,"(120000, 180000]"
1512,DC,20016.0,7,Washington,US,35101.0,38.5,124080.0,81595.0,38.95,-77.07,3515.0,28566.0,2060.0,27.0,2166.0,0.0,3254.0,3,"(35, 55]",3,"(120000, 180000]"
1513,DC,20017.0,1,Washington,US,19311.0,37.5,63022.0,33657.0,38.93,-77.0,2829.0,4039.0,12936.0,236.0,440.0,9.0,935.0,3,"(35, 55]",2,"(60000, 120000]"
1514,DC,20020.0,1,Washington,US,53646.0,33.1,34797.0,21040.0,38.86,-76.97,17797.0,993.0,51218.0,148.0,317.0,29.0,910.0,2,"(18, 35]",1,"(0, 60000]"
1515,DC,20024.0,6,Washington,US,11665.0,38.2,72389.0,56017.0,38.89,-77.02,1662.0,5185.0,5457.0,51.0,507.0,23.0,669.0,3,"(35, 55]",2,"(60000, 120000]"
1516,DC,20032.0,1,Bolling AFB,US,39776.0,28.8,33408.0,18266.0,38.84,-77.02,13911.0,3281.0,35317.0,25.0,85.0,0.0,1052.0,2,"(18, 35]",1,"(0, 60000]"
1517,DC,20036.0,5,Washington,US,5405.0,32.7,82829.0,77452.0,38.91,-77.04,524.0,4149.0,182.0,71.0,615.0,0.0,535.0,2,"(18, 35]",2,"(60000, 120000]"
1518,DC,20037.0,5,Washington,US,15687.0,26.7,78176.0,64323.0,38.91,-77.05,2382.0,11873.0,1135.0,35.0,1877.0,0.0,937.0,2,"(18, 35]",2,"(60000, 120000]"
1519,DC,20052.0,2,Washington,US,388.0,19.9,0.0,5839.0,38.9,-77.04,0.0,205.0,78.0,0.0,84.0,0.0,32.0,2,"(18, 35]",1,
1520,DC,20059.0,1,Washington,US,0.0,0.0,0.0,0.0,38.92,-77.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,
1521,DC,20064.0,1,Washington,US,1945.0,19.8,0.0,3621.0,38.93,-77.0,55.0,1464.0,319.0,6.0,95.0,0.0,92.0,2,"(18, 35]",1,
1522,DC,20590.0,1,Washington,US,0.0,0.0,0.0,0.0,38.88,-77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,
1523,DE,19702.0,6,Newark,US,53402.0,33.4,68806.0,31269.0,39.68,-75.65,5625.0,30223.0,15120.0,121.0,4983.0,0.0,3402.0,2,"(18, 35]",2,"(60000, 120000]"
1524,DE,19707.0,1,Hockessin,US,15531.0,46.8,115609.0,55711.0,39.77,-75.71,404.0,12758.0,720.0,33.0,1942.0,0.0,126.0,3,"(35, 55]",3,"(60000, 120000]"
1525,DE,19709.0,1,Middletown,US,38099.0,37.5,97065.0,35985.0,39.45,-75.7,1582.0,28475.0,7353.0,0.0,1050.0,0.0,2140.0,3,"(35, 55]",2,"(60000, 120000]"
1526,DE,19711.0,1,Newark,US,51072.0,35.0,71511.0,36195.0,39.68,-75.75,7643.0,40974.0,4825.0,26.0,3408.0,10.0,1449.0,2,"(18, 35]",2,"(60000, 120000]"
1527,DE,19716.0,1,Newark,US,1002.0,19.5,0.0,3112.0,39.68,-75.75,0.0,803.0,124.0,0.0,43.0,0.0,38.0,2,"(18, 35]",1,
1528,DE,19801.0,3,Wilmington,US,15622.0,32.5,27162.0,19283.0,39.75,-75.55,5208.0,2711.0,11804.0,0.0,305.0,0.0,498.0,2,"(18, 35]",1,"(0, 60000]"
1529,DE,19803.0,1,Wilmington,US,21339.0,48.0,96851.0,52792.0,39.83,-75.54,848.0,18678.0,756.0,36.0,1361.0,23.0,634.0,3,"(35, 55]",2,"(60000, 120000]"
1530,DE,19807.0,1,Greenville,US,7098.0,49.4,129167.0,100017.0,39.78,-75.6,291.0,6258.0,92.0,17.0,626.0,0.0,160.0,3,"(35, 55]",3,"(120000, 180000]"
1531,DE,19808.0,2,Wilmington,US,38767.0,42.6,68098.0,34511.0,39.74,-75.65,3453.0,32047.0,2569.0,83.0,2522.0,0.0,1193.0,3,"(35, 55]",2,"(60000, 120000]"
1532,DE,19810.0,2,Wilmington,US,25369.0,45.2,83288.0,41878.0,39.83,-75.5,800.0,20496.0,2082.0,26.0,2161.0,0.0,995.0,3,"(35, 55]",2,"(60000, 120000]"
1533,DE,19901.0,2,Dover,US,37135.0,31.0,45742.0,22365.0,39.19,-75.51,5966.0,20617.0,12244.0,128.0,1281.0,15.0,3728.0,2,"(18, 35]",1,"(0, 60000]"
1534,DE,19967.0,1,Millville,US,798.0,42.1,55729.0,27962.0,38.55,-75.11,70.0,776.0,0.0,8.0,2.0,0.0,24.0,3,"(35, 55]",2,"(0, 60000]"
1535,DE,19971.0,2,Rehoboth Beach,US,12254.0,57.1,67930.0,46722.0,38.72,-75.09,1110.0,11167.0,640.0,24.0,238.0,0.0,292.0,4,"(55, 70]",2,"(60000, 120000]"
1536,DE,19975.0,1,Selbyville,US,8926.0,52.1,49493.0,27955.0,38.47,-75.11,989.0,7735.0,645.0,88.0,126.0,0.0,528.0,3,"(35, 55]",1,"(0, 60000]"
1537,FL,32003.0,2,Orange Park,US,30350.0,41.9,87780.0,34149.0,30.1,-81.71,1558.0,27105.0,1232.0,30.0,907.0,0.0,1449.0,3,"(35, 55]",2,"(60000, 120000]"
1538,FL,32034.0,1,Fernandina Beach,US,32266.0,51.1,55484.0,35927.0,30.64,-81.45,4630.0,28336.0,2745.0,36.0,602.0,20.0,824.0,3,"(35, 55]",2,"(0, 60000]"
1539,FL,32055.0,1,Lake City,US,16371.0,41.3,38713.0,21763.0,30.18,-82.67,4128.0,10997.0,4839.0,0.0,81.0,0.0,390.0,3,"(35, 55]",1,"(0, 60000]"
1540,FL,32063.0,1,MacClenny,US,14023.0,38.2,50872.0,22329.0,30.26,-82.11,2195.0,12104.0,1665.0,17.0,136.0,0.0,58.0,3,"(35, 55]",2,"(0, 60000]"
1541,FL,32073.0,1,Orange Park,US,39016.0,40.3,53904.0,27258.0,30.15,-81.75,3661.0,28731.0,6189.0,64.0,1504.0,31.0,2844.0,3,"(35, 55]",2,"(0, 60000]"
1542,FL,32080.0,1,Saint Augustine,US,21560.0,53.5,60033.0,39598.0,29.83,-81.27,1902.0,20669.0,77.0,27.0,284.0,23.0,636.0,3,"(35, 55]",2,"(60000, 120000]"
1543,FL,32082.0,2,Ponte Vedra Beach,US,31350.0,49.4,86241.0,61510.0,30.2,-81.38,1809.0,29139.0,826.0,26.0,703.0,35.0,1034.0,3,"(35, 55]",2,"(60000, 120000]"
1544,FL,32084.0,2,St Augustine,US,33118.0,38.1,40883.0,22539.0,29.92,-81.32,6325.0,27225.0,4338.0,41.0,433.0,0.0,1727.0,3,"(35, 55]",1,"(0, 60000]"
1545,FL,32092.0,1,Saint Augustine,US,29437.0,37.6,84356.0,37563.0,30.06,-81.5,1601.0,26557.0,1239.0,154.0,814.0,140.0,560.0,3,"(35, 55]",2,"(60000, 120000]"
1546,FL,32095.0,1,Saint Augustine,US,7581.0,41.9,66892.0,36332.0,30.01,-81.39,530.0,6907.0,132.0,0.0,215.0,0.0,552.0,3,"(35, 55]",2,"(60000, 120000]"
1547,FL,32097.0,2,Yulee,US,16165.0,37.7,54677.0,25152.0,30.63,-81.55,1573.0,14626.0,986.0,0.0,51.0,5.0,538.0,3,"(35, 55]",2,"(0, 60000]"
1548,FL,32114.0,3,Daytona Beach,US,31891.0,33.7,23623.0,15823.0,29.2,-81.05,11673.0,13053.0,16558.0,70.0,486.0,4.0,1226.0,2,"(18, 35]",1,"(0, 60000]"
1549,FL,32118.0,2,Daytona Beach Shores,US,16489.0,55.4,37645.0,29637.0,29.22,-80.97,2908.0,15267.0,293.0,55.0,441.0,87.0,368.0,4,"(55, 70]",1,"(0, 60000]"
1550,FL,32127.0,2,Port Orange,US,30142.0,50.6,43294.0,28154.0,29.11,-81.03,3280.0,28089.0,921.0,76.0,294.0,0.0,790.0,3,"(35, 55]",1,"(0, 60000]"
1551,FL,32137.0,1,Palm Coast,US,38878.0,54.0,52937.0,28805.0,29.56,-81.21,4756.0,32638.0,2980.0,80.0,1385.0,14.0,1384.0,4,"(35, 55]",2,"(0, 60000]"
1552,FL,32159.0,2,Lady Lake,US,30588.0,68.4,42809.0,27176.0,28.93,-81.93,3205.0,28919.0,1036.0,87.0,205.0,27.0,348.0,4,"(55, 70]",1,"(0, 60000]"
1553,FL,32162.0,1,The Villages,US,54241.0,69.7,57672.0,40437.0,28.91,-81.97,2556.0,53033.0,590.0,0.0,389.0,0.0,418.0,4,"(55, 70]",2,"(0, 60000]"
1554,FL,32164.0,1,Palm Coast,US,44621.0,44.5,47040.0,20531.0,29.48,-81.22,7580.0,33881.0,7045.0,46.0,871.0,11.0,2161.0,3,"(35, 55]",1,"(0, 60000]"
1555,FL,32174.0,1,Ormond Beach,US,48142.0,51.9,45795.0,29438.0,29.26,-81.11,5649.0,43104.0,1722.0,68.0,1241.0,4.0,1916.0,3,"(35, 55]",1,"(0, 60000]"
1556,FL,32176.0,1,Ormond Beach,US,14348.0,56.3,44530.0,33762.0,29.29,-81.04,1988.0,13826.0,123.0,0.0,176.0,0.0,223.0,4,"(55, 70]",1,"(0, 60000]"
1557,FL,32204.0,1,Jacksonville,US,6945.0,36.0,37299.0,31888.0,30.31,-81.68,1688.0,4759.0,1982.0,24.0,33.0,0.0,146.0,3,"(35, 55]",1,"(0, 60000]"
1558,FL,32207.0,2,Jacksonville,US,33953.0,36.8,40784.0,27379.0,30.3,-81.6,6870.0,24130.0,6346.0,86.0,2419.0,0.0,1476.0,3,"(35, 55]",1,"(0, 60000]"
1559,FL,32210.0,1,Jacksonville,US,61928.0,34.9,41484.0,23000.0,30.29,-81.72,13971.0,35751.0,20574.0,129.0,1942.0,24.0,4693.0,2,"(18, 35]",1,"(0, 60000]"
1560,FL,32211.0,1,Jacksonville,US,32709.0,33.4,35881.0,18999.0,30.35,-81.6,7442.0,18852.0,11863.0,0.0,936.0,34.0,1054.0,2,"(18, 35]",1,"(0, 60000]"
1561,FL,32217.0,1,Jacksonville,US,19167.0,39.6,43421.0,30688.0,30.26,-81.64,3024.0,14303.0,3135.0,31.0,980.0,196.0,530.0,3,"(35, 55]",1,"(0, 60000]"
1562,FL,32218.0,5,Jacksonville,US,56937.0,34.4,48605.0,22428.0,30.49,-81.64,8905.0,25993.0,28309.0,134.0,730.0,0.0,2166.0,2,"(18, 35]",1,"(0, 60000]"
1563,FL,32222.0,2,Jacksonville,US,10538.0,34.5,61948.0,24103.0,30.22,-81.82,789.0,5635.0,2716.0,0.0,463.0,100.0,2909.0,2,"(18, 35]",2,"(60000, 120000]"
1564,FL,32223.0,1,Jacksonville,US,25067.0,46.3,78612.0,40073.0,30.17,-81.63,1520.0,21971.0,874.0,0.0,1021.0,37.0,1413.0,3,"(35, 55]",2,"(60000, 120000]"
1565,FL,32224.0,4,Jacksonville,US,37976.0,34.6,62370.0,34002.0,30.29,-81.44,2855.0,31429.0,2422.0,151.0,1868.0,0.0,3202.0,2,"(18, 35]",2,"(60000, 120000]"
1566,FL,32225.0,4,Jacksonville,US,52037.0,37.6,63671.0,30952.0,30.36,-81.46,3911.0,37195.0,8537.0,91.0,3212.0,0.0,4371.0,3,"(35, 55]",2,"(60000, 120000]"
1567,FL,32244.0,2,Jacksonville,US,60244.0,33.1,46660.0,21174.0,30.24,-81.69,11081.0,30376.0,22148.0,193.0,3473.0,372.0,5028.0,2,"(18, 35]",1,"(0, 60000]"
1568,FL,32246.0,5,Jacksonville,US,51424.0,33.6,50534.0,25869.0,30.26,-81.52,8451.0,35210.0,8615.0,187.0,4747.0,18.0,3618.0,2,"(18, 35]",2,"(0, 60000]"
1569,FL,32250.0,2,Jacksonville Beach,US,26035.0,43.3,62232.0,42262.0,30.28,-81.39,2471.0,23528.0,1132.0,58.0,740.0,0.0,939.0,3,"(35, 55]",2,"(60000, 120000]"
1570,FL,32256.0,5,Jacksonville,US,41609.0,33.7,53487.0,35047.0,30.24,-81.55,4224.0,28468.0,5844.0,128.0,4747.0,42.0,3698.0,2,"(18, 35]",2,"(0, 60000]"
1571,FL,32257.0,2,Jacksonville Mandarin,US,36938.0,40.2,53282.0,28946.0,30.2,-81.62,3949.0,29464.0,4739.0,46.0,1128.0,0.0,1904.0,3,"(35, 55]",2,"(0, 60000]"
1572,FL,32258.0,1,Jacksonville,US,28732.0,36.0,83346.0,39178.0,30.14,-81.53,1126.0,21411.0,2439.0,106.0,3105.0,31.0,2078.0,3,"(35, 55]",2,"(60000, 120000]"
1573,FL,32259.0,1,Jacksonville,US,43649.0,39.6,98552.0,41437.0,30.12,-81.62,2350.0,38449.0,2122.0,50.0,1262.0,0.0,3080.0,3,"(35, 55]",2,"(60000, 120000]"
1574,FL,32266.0,1,Neptune Beach,US,6683.0,42.8,71919.0,53643.0,30.32,-81.4,644.0,6366.0,75.0,47.0,96.0,0.0,120.0,3,"(35, 55]",2,"(60000, 120000]"
1575,FL,32301.0,4,Tallahassee,US,28918.0,27.6,39078.0,22225.0,30.44,-84.24,7774.0,13093.0,14126.0,99.0,508.0,0.0,1680.0,2,"(18, 35]",1,"(0, 60000]"
1576,FL,32303.0,2,Tallahassee,US,47909.0,29.1,46412.0,25211.0,30.5,-84.29,10523.0,29101.0,16771.0,66.0,835.0,0.0,1613.0,2,"(18, 35]",1,"(0, 60000]"
1577,FL,32304.0,3,Tallahassee,US,47826.0,21.7,19128.0,10701.0,30.45,-84.29,23139.0,27383.0,17071.0,88.0,1256.0,0.0,1951.0,2,"(18, 35]",1,"(0, 60000]"
1578,FL,32306.0,2,Tallahassee,US,0.0,0.0,0.0,0.0,30.44,-84.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,
1579,FL,32309.0,2,Tallahassee,US,31097.0,42.4,81046.0,37482.0,30.56,-84.22,1448.0,24963.0,4353.0,36.0,875.0,0.0,816.0,3,"(35, 55]",2,"(60000, 120000]"
1580,FL,32312.0,1,Tallahassee,US,32377.0,42.2,91016.0,43379.0,30.54,-84.23,1797.0,26342.0,3315.0,72.0,2030.0,0.0,1119.0,3,"(35, 55]",2,"(60000, 120000]"
1581,FL,32404.0,1,Callaway,US,37723.0,39.8,50564.0,22692.0,30.16,-85.59,5676.0,30004.0,4461.0,136.0,1092.0,29.0,3489.0,3,"(35, 55]",2,"(0, 60000]"
1582,FL,32405.0,1,Panama City,US,32588.0,38.1,40691.0,23774.0,30.19,-85.65,5924.0,25640.0,4452.0,182.0,518.0,0.0,2996.0,3,"(35, 55]",1,"(0, 60000]"
1583,FL,32413.0,3,Panama City Beach,US,13853.0,45.0,55345.0,35303.0,30.22,-85.86,1111.0,12442.0,324.0,54.0,198.0,11.0,1218.0,3,"(35, 55]",2,"(0, 60000]"
1584,FL,32444.0,1,Lynn Haven,US,20397.0,39.2,62933.0,28781.0,30.22,-85.65,2055.0,17574.0,1935.0,15.0,191.0,11.0,1162.0,3,"(35, 55]",2,"(60000, 120000]"
1585,FL,32503.0,2,Pensacola,US,33909.0,31.2,45292.0,22554.0,30.47,-87.21,5893.0,21093.0,9667.0,157.0,778.0,19.0,3520.0,2,"(18, 35]",1,"(0, 60000]"
1586,FL,32504.0,1,Pensacola,US,23250.0,36.4,44858.0,26039.0,30.47,-87.21,2712.0,16780.0,4046.0,48.0,671.0,0.0,3145.0,3,"(35, 55]",1,"(0, 60000]"
1587,FL,32506.0,1,Pensacola,US,34561.0,37.6,42884.0,22607.0,30.36,-87.36,5952.0,23844.0,5896.0,253.0,2070.0,50.0,4234.0,3,"(35, 55]",1,"(0, 60000]"
1588,FL,32508.0,2,Pensacola,US,6878.0,21.1,46500.0,18503.0,30.35,-87.27,56.0,5064.0,810.0,28.0,208.0,26.0,931.0,2,"(18, 35]",1,"(0, 60000]"
1589,FL,32514.0,3,Pensacola,US,42692.0,32.6,43729.0,24105.0,30.54,-87.22,6922.0,29703.0,8105.0,226.0,1291.0,6.0,4259.0,2,"(18, 35]",1,"(0, 60000]"
1590,FL,32534.0,1,Pensacola,US,15293.0,38.4,46601.0,21315.0,30.53,-87.31,2471.0,9321.0,4257.0,17.0,175.0,9.0,2005.0,3,"(35, 55]",1,"(0, 60000]"
1591,FL,32536.0,1,Crestview,US,21894.0,32.5,61084.0,26693.0,30.73,-86.57,3100.0,16746.0,3485.0,45.0,517.0,0.0,2087.0,2,"(18, 35]",2,"(60000, 120000]"
1592,FL,32541.0,2,Destin,US,16823.0,40.9,66128.0,40021.0,30.39,-86.42,1157.0,14999.0,174.0,41.0,435.0,0.0,1072.0,3,"(35, 55]",2,"(60000, 120000]"
1593,FL,32542.0,1,Eglin AFB,US,3309.0,21.7,47667.0,17425.0,30.47,-86.53,176.0,2503.0,348.0,0.0,108.0,0.0,507.0,2,"(18, 35]",1,"(0, 60000]"
1594,FL,32548.0,2,Fort Walton Beach,US,20298.0,41.3,49508.0,28558.0,30.43,-86.61,3376.0,15596.0,2309.0,31.0,632.0,151.0,1316.0,3,"(35, 55]",1,"(0, 60000]"
1595,FL,32550.0,2,Miramar Beach,US,6976.0,54.0,55250.0,48182.0,30.38,-86.31,414.0,6521.0,0.0,81.0,245.0,10.0,106.0,4,"(35, 55]",2,"(0, 60000]"
1596,FL,32561.0,1,Gulf Breeze,US,8888.0,45.6,90521.0,56559.0,30.36,-87.17,620.0,8367.0,54.0,0.0,78.0,0.0,270.0,3,"(35, 55]",2,"(60000, 120000]"
1597,FL,32563.0,1,Gulf Breeze,US,24046.0,43.1,63673.0,32311.0,30.39,-87.07,2253.0,22079.0,321.0,42.0,328.0,6.0,1630.0,3,"(35, 55]",2,"(60000, 120000]"
1598,FL,32569.0,2,Mary Esther,US,11510.0,40.8,56742.0,29207.0,30.42,-86.65,1160.0,9064.0,746.0,76.0,524.0,0.0,1068.0,3,"(35, 55]",2,"(0, 60000]"
1599,FL,32571.0,1,Pace,US,31972.0,38.2,62390.0,27337.0,30.6,-87.13,2844.0,27966.0,1244.0,92.0,888.0,6.0,2158.0,3,"(35, 55]",2,"(60000, 120000]"
1600,FL,32601.0,2,Gainesville,US,18808.0,24.4,24272.0,17564.0,29.67,-82.32,8214.0,13029.0,3895.0,0.0,891.0,88.0,1202.0,2,"(18, 35]",1,"(0, 60000]"
1601,FL,32605.0,3,Gainesville,US,23291.0,40.0,69264.0,36403.0,29.66,-82.41,2807.0,18672.0,2156.0,111.0,1177.0,28.0,1579.0,3,"(35, 55]",2,"(60000, 120000]"
1602,FL,32606.0,2,Gainesville,US,23739.0,36.8,59122.0,30744.0,29.7,-82.39,2391.0,17763.0,2228.0,17.0,2540.0,24.0,1565.0,3,"(35, 55]",2,"(0, 60000]"
1603,FL,32608.0,1,Gainesville,US,46128.0,28.0,40465.0,29264.0,29.62,-82.38,13403.0,31993.0,7111.0,189.0,4412.0,317.0,2642.0,2,"(18, 35]",1,"(0, 60000]"
1604,FL,32610.0,2,Gainesville,US,0.0,0.0,0.0,0.0,29.65,-82.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,
1605,FL,32611.0,3,Gainesville,US,0.0,0.0,0.0,0.0,29.65,-82.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,
