State/Province,Postcode,Starbucks Count,City,Country,Latitude,Longitude,Population,Median Age,Household Income,Per Capita Income,Cafe Count
FL,33036,1,Islamorada,US,24.94,-80.61,3331,57.2,62083,56941,1
FL,33037,1,Key Largo,US,25.09,-80.44,11519,51.8,59467,40256,8
FL,33040,4,Key West,US,24.57,-81.75,33712,42.8,56665,32080,9
FL,33055,1,Miami Gardens,US,25.94,-80.29,46217,38.5,39007,15290,9
FL,33062,2,Pompano Beach,US,26.25,-80.1,21958,58.5,56396,51565,11
FL,33063,1,Margate,US,26.23,-80.21,53899,44.0,43091,23997,10
FL,33065,1,Coral Springs,US,26.27,-80.25,56087,34.0,49392,22393,20
FL,33067,1,Coral Springs,US,26.27,-80.21,26663,38.4,91731,44135,9
FL,33071,2,Coral Springs,US,26.24,-80.25,39227,37.7,74579,31774,10
FL,33073,4,Parkland,US,26.32,-80.19,31381,35.0,67026,29439,12
FL,33076,2,Coral Springs,US,26.31,-80.25,31810,39.5,117015,46441,1
FL,33122,1,Doral,US,25.8,-80.32,0,0.0,0,0,17
FL,33124,2,Coral Gables,US,25.72,-80.28,0,0.0,0,0,24
FL,33126,5,Miami,US,25.8,-80.26,51383,41.2,31906,16301,19
FL,33127,1,Miami,US,25.81,-80.19,31817,34.1,24109,12065,37
FL,33128,3,Miami,US,25.8,-80.26,7665,41.1,19693,14658,19
FL,33130,3,Miami,US,25.77,-80.19,23757,34.8,23717,22529,55
FL,33131,1,Miami,US,25.77,-80.19,16228,32.4,80297,60010,55
FL,33132,3,Miami,US,25.78,-80.18,10610,36.8,62242,48351,54
FL,33133,2,Coconut Grove,US,25.73,-80.23,33714,41.4,59457,45561,12
FL,33134,1,Coral Gables,US,25.75,-80.26,42020,45.3,57911,39504,38
FL,33136,4,Miami,US,25.79,-80.21,13376,37.7,20306,14770,50
FL,33137,1,Miami,US,25.81,-80.19,22789,35.0,51992,32940,37
FL,33138,3,Miami Shores,US,25.87,-80.18,30047,40.0,40920,29426,5
FL,33139,8,South Beach,US,25.79,-80.13,38035,38.8,46354,53975,51
FL,33140,2,Miami Beach,US,25.82,-80.12,23381,41.0,60066,54456,12
FL,33143,4,Miami,US,25.7,-80.29,32710,39.6,65076,48789,27
FL,33144,1,Miami,US,25.76,-80.33,27588,46.1,35058,17776,15
FL,33145,1,Miami,US,25.75,-80.24,32332,42.8,39674,22499,34
FL,33146,3,Coral Gables,US,25.73,-80.26,14914,25.0,112571,42474,18
FL,33149,1,Key Biscayne,US,25.7,-80.16,12888,43.0,121434,79020,5
FL,33154,1,Surfside,US,25.89,-80.12,14645,43.1,64219,49233,9
FL,33155,1,Miami,US,25.73,-80.3,47169,41.3,57021,26586,9
FL,33156,4,Pinecrest,US,25.69,-80.31,33018,40.5,95945,63603,20
FL,33157,1,Palmetto Bay,US,25.61,-80.31,68540,37.1,57385,24439,1
FL,33160,2,Sunny Isles Beach,US,25.94,-80.12,39235,48.8,47959,47918,15
FL,33162,1,Miami,US,25.93,-80.2,48065,35.3,38332,15786,10
FL,33165,2,Miami,US,25.75,-80.34,57210,45.9,43184,19886,14
FL,33166,1,Miami Springs,US,25.82,-80.28,24522,39.3,47866,22560,14
FL,33172,5,Miami,US,25.79,-80.37,40534,39.5,42151,19467,21
FL,33173,1,Miami,US,25.69,-80.31,32996,43.4,59618,28442,20
FL,33174,1,Miami,US,25.77,-80.36,31596,41.6,39432,17615,30
FL,33175,1,Miami,US,25.73,-80.43,54443,43.1,48097,21340,11
FL,33176,4,Miami,US,25.69,-80.34,51384,42.4,60146,32960,5
FL,33178,2,Miami,US,25.81,-80.35,45404,33.6,75928,27719,19
FL,33179,1,Miami,US,25.95,-80.17,43978,40.2,42198,23859,13
FL,33180,2,Aventura,US,25.96,-80.14,32796,46.7,66299,45627,24
FL,33181,3,North Miami Beach,US,25.91,-80.14,18027,39.5,40851,30431,8
FL,33184,1,Miami,US,25.76,-80.43,21926,44.4,46628,21601,6
FL,33186,3,Miami,US,25.68,-80.4,72078,38.4,61105,24780,12
FL,33189,2,Cutler Bay,US,25.59,-80.36,25821,34.8,45639,19915,9
FL,33196,2,Miami,US,25.69,-80.44,46579,36.2,65576,23582,5
FL,33199,2,Miami,US,25.76,-80.38,0,0.0,0,0,21
FL,33242,1,Aventura,US,25.96,-80.14,0,0.0,0,0,24
FL,33301,2,Fort Lauderdale,US,26.12,-80.14,13463,43.9,76345,69037,32
FL,33304,3,Ft. Lauderdale,US,26.14,-80.1,19026,41.5,50732,44134,13
FL,33305,2,Wilton Manors,US,26.16,-80.12,12010,50.0,55286,49164,29
FL,33306,1,Ft. Lauderdale,US,26.17,-80.12,3349,51.3,78194,65011,27
FL,33308,2,Fort Lauderdale,US,26.19,-80.1,28757,56.0,60663,59035,19
FL,33314,1,Fort Lauderdale,US,26.08,-80.24,23341,35.3,39444,19103,16
FL,33315,6,Ft. Lauderdale,US,26.08,-80.14,12982,42.1,51907,31765,10
FL,33316,4,Ft Lauderdale,US,26.11,-80.11,10465,52.2,51226,51565,13
FL,33317,1,Plantation,US,26.12,-80.24,36532,39.7,61722,28580,15
FL,33322,1,Plantation,US,26.15,-80.27,38112,49.3,48048,28627,20
FL,33323,5,Sunrise,US,26.15,-80.25,20144,37.8,80217,32669,18
FL,33324,1,Plantation,US,26.13,-80.29,45933,38.4,58803,34537,5
FL,33325,1,Sunrise,US,26.12,-80.33,29916,37.9,78647,34373,3
FL,33326,2,Weston,US,26.12,-80.38,33481,38.6,81209,34564,6
FL,33328,3,Davie,US,26.06,-80.25,29157,37.5,80357,37058,14
FL,33331,2,Weston,US,26.07,-80.36,23703,41.2,95249,40209,4
FL,33334,1,Oakland Park,US,26.19,-80.13,29242,41.2,46713,29440,16
FL,33351,3,Sunrise,US,26.19,-80.25,35515,34.9,54880,22363,8
FL,33388,1,Plantation,US,26.12,-80.25,0,0.0,0,0,18
FL,33401,4,West Palm Beach,US,26.72,-80.05,25810,40.5,44473,34343,27
FL,33403,2,Palm Beach Gardens,US,26.81,-80.09,12430,36.6,40458,21209,16
FL,33406,3,West Palm Beach,US,26.69,-80.09,26026,35.6,45490,22422,14
FL,33409,1,West Palm Beach,US,26.71,-80.08,31118,33.7,41256,20785,8
FL,33410,5,Palm Beach Gardens,US,26.85,-80.06,34742,46.0,61828,42654,8
FL,33411,3,West Palm Beach,US,26.71,-80.2,68659,40.6,62118,31237,4
FL,33414,4,West Palm,US,26.67,-80.21,56497,39.6,78261,33608,8
FL,33418,1,Palm Beach Gardens,US,26.84,-80.13,37514,50.7,78204,53681,6
FL,33426,4,Boynton Beach,US,26.57,-80.08,20163,43.3,49918,29371,5
FL,33431,5,Boca Raton,US,26.38,-80.1,18380,39.8,59613,40265,24
FL,33432,2,Boca Raton,US,26.37,-80.08,20178,50.5,57372,59330,16
FL,33433,1,Boca Raton,US,26.35,-80.15,43127,48.8,56452,38800,13
FL,33434,3,Boca Raton,US,26.39,-80.1,20723,59.5,50086,47331,12
FL,33437,1,Boynton Beach,US,26.53,-80.17,38426,67.3,56381,39020,6
FL,33441,2,Deerfield Beach,US,26.32,-80.09,26761,42.0,40672,25733,13
FL,33442,2,Deerfield Beach,US,26.32,-80.15,29647,50.8,41542,27369,6
FL,33444,2,Delray Beach,US,26.46,-80.07,22440,39.4,46032,26324,20
FL,33446,2,Delray Beach,US,26.45,-80.15,22853,68.2,48816,52136,3
FL,33449,1,Wellington,US,26.59,-80.2,11845,44.0,103825,42610,1
FL,33458,3,Jupiter,US,26.93,-80.1,52303,40.8,69801,40432,7
FL,33460,1,Lake Worth,US,26.62,-80.05,31740,35.4,37128,20116,11
FL,33463,1,Greenacres,US,26.62,-80.14,57691,34.0,50535,19763,7
FL,33467,1,Greenacres,US,26.62,-80.15,51195,48.9,66310,33099,7
FL,33477,1,Jupiter,US,26.93,-80.09,13559,65.7,73635,67649,10
FL,33480,1,Palm Beach,US,26.7,-80.04,9796,67.7,96604,131521,29
FL,33483,1,Delray Beach,US,26.46,-80.07,11854,55.8,61167,67163,20
FL,33486,1,Boca Raton,US,26.36,-80.12,23249,42.4,77133,41237,22
FL,33496,2,Boca Raton,US,26.41,-80.12,22007,56.2,82469,64701,7
FL,33511,7,Brandon,US,27.94,-82.26,53491,35.6,52979,26386,3
FL,33543,1,Wesley Chapel,US,28.17,-82.36,23490,36.8,72742,29200,5
FL,33544,1,Wesley Chapel,US,28.18,-82.35,25388,34.8,77539,31231,8
FL,33548,1,Lutz,US,28.17,-82.47,6389,45.2,76572,38702,1
FL,33549,1,Land O Lake,US,28.19,-82.44,16025,42.7,61512,33294,2
FL,33556,1,Odessa,US,28.19,-82.55,21712,43.5,92572,43911,1
FL,33559,1,Lutz,US,28.19,-82.39,17570,33.6,59212,27774,4
FL,33563,1,Plant City,US,28.03,-82.15,26892,33.8,38132,17436,3
FL,33569,1,Riverview,US,27.79,-82.33,24724,39.1,64266,26842,5
FL,33578,3,Riverview,US,27.91,-82.32,44473,33.0,57217,27534,9
FL,33602,2,Tampa,US,27.95,-82.46,13269,36.1,69398,57240,48
FL,33604,1,Tampa,US,28.0,-82.45,37851,36.9,33750,19500,9
FL,33606,4,Tampa,US,27.94,-82.46,18534,29.4,62204,44446,43
FL,33607,12,Tampa,US,27.98,-82.49,25509,36.3,35839,21973,10
FL,33609,3,Tampa,US,27.95,-82.51,17293,38.4,57426,44902,24
FL,33611,1,Tampa,US,27.89,-82.5,31075,41.6,55000,43079,9
FL,33612,2,Tampa,US,28.07,-82.43,45358,33.9,28867,17100,23
FL,33615,1,Tampa,US,28.0,-82.58,46860,37.1,47177,24175,4
FL,33617,1,Tampa,US,28.05,-82.4,43534,32.0,36176,21346,16
FL,33618,3,Tampa,US,28.09,-82.5,25790,43.1,60837,38407,4
FL,33620,2,Tampa,US,28.05,-82.41,5150,19.3,0,1388,25
FL,33625,2,Tampa,US,28.07,-82.58,25377,37.4,60296,27879,8
FL,33626,2,Tampa,US,28.07,-82.6,29066,35.9,97300,43839,2
FL,33629,1,Tampa,US,27.92,-82.5,25382,41.1,100817,59019,23
FL,33634,2,Tampa,US,28.03,-82.54,19816,38.2,51055,25350,10
FL,33635,1,Tampa,US,28.02,-82.61,16655,39.6,55451,28490,2
FL,33637,1,Tampa,US,28.07,-82.37,15241,31.7,46027,23109,7
FL,33647,1,Tampa,US,28.13,-82.37,61924,34.4,74239,37755,4
FL,33701,3,St Petersburg,US,27.78,-82.63,14848,47.3,34129,39376,39
FL,33702,1,Saint Petersburg,US,27.85,-82.64,29762,44.6,46949,28860,11
FL,33703,1,Saint Petersburg,US,27.82,-82.64,23885,45.9,59242,36861,12
FL,33708,1,St. Petersburg,US,27.81,-82.78,15869,58.2,51493,41969,9
FL,33709,2,St. Petersburg,US,27.82,-82.75,26807,48.7,35469,21670,5
FL,33710,4,St. Petersburg,US,27.79,-82.73,33125,44.4,50667,26704,6
FL,33755,1,Clearwater,US,27.97,-82.8,24737,38.7,40265,21065,11
FL,33759,2,Clearwater,US,27.96,-82.72,17762,42.4,43861,26174,6
FL,33761,4,Clearwater,US,28.02,-82.71,19523,51.9,53865,34069,9
FL,33762,2,Saint Petersburg,US,27.89,-82.67,7278,45.4,61573,34271,9
FL,33765,1,Clearwater,US,27.96,-82.75,13623,39.1,40922,25579,8
FL,33767,1,Clearwater,US,27.98,-82.83,8202,63.5,59489,57439,10
FL,33771,3,Largo,US,27.92,-82.76,28269,50.6,35509,23457,5
FL,33772,1,Seminole,US,27.84,-82.79,21643,50.4,45166,31555,4
FL,33774,1,Largo,US,27.88,-82.83,19269,47.4,47326,28845,13
FL,33777,1,Seminole,US,27.87,-82.76,16549,47.7,49147,31870,2
FL,33781,3,Pinellas Park,US,27.84,-82.68,25777,42.5,38228,21535,9
FL,33803,2,Lakeland,US,28.02,-81.96,28192,42.4,45112,28841,5
FL,33809,3,Lakeland,US,28.1,-81.95,29024,44.3,48162,22913,2
FL,33813,1,Lakeland,US,27.98,-81.96,33238,43.3,74866,33472,8
FL,33837,1,Davenport,US,28.23,-81.64,22324,41.9,50326,21542,4
FL,33870,1,Sebring,US,27.5,-81.49,20655,50.4,29556,20184,7
FL,33880,1,Winter Haven,US,28.0,-81.73,37327,38.1,40076,19344,4
FL,33901,3,Fort Myers,US,26.64,-81.86,19475,44.1,32133,24059,14
FL,33904,1,Cape Coral,US,26.56,-81.96,32029,51.9,47956,26980,8
FL,33905,2,Fort Myers,US,26.62,-81.8,33950,38.3,40659,20874,4
FL,33908,1,Fort Myers,US,26.51,-81.94,35361,63.3,55133,42617,7
FL,33909,2,Cape Coral,US,26.67,-81.93,25644,36.3,46152,18388,4
FL,33912,3,Ft Myers,US,26.55,-81.81,16121,60.4,63179,40093,3
FL,33913,5,Fort Myers,US,26.53,-81.75,17883,48.8,78641,42237,3
FL,33914,2,Cape Coral,US,26.61,-81.97,37610,46.2,58451,29101,2
FL,33919,1,Fort Myers,US,26.56,-81.9,28441,56.3,52063,35800,10
FL,33924,1,Captiva,US,26.53,-82.19,178,41.0,61719,17440,2
FL,33928,3,Estero,US,26.44,-81.77,22635,58.5,63835,41718,5
FL,33948,2,Port Charlotte,US,27.01,-82.14,16065,55.8,41868,24595,4
FL,33965,1,Fort Myers,US,26.48,-81.79,1631,19.3,0,2633,7
FL,33980,1,Port Charlotte,US,27.02,-82.05,11849,60.9,42619,28128,3
FL,33990,1,Cape Coral,US,26.61,-81.94,31557,44.3,47374,22047,7
FL,34102,3,Naples,US,26.17,-81.8,11464,60.9,69464,84720,6
FL,34104,2,Naples,US,26.16,-81.72,24757,49.8,45818,26524,0
FL,34108,2,Naples,US,26.21,-81.8,16548,62.9,75795,69625,10
FL,34109,4,Naples,US,26.24,-81.75,24767,50.7,55443,44913,3
FL,34110,2,Naples,US,26.31,-81.8,22052,62.7,71402,51670,2
FL,34114,1,Naples,US,26.07,-81.7,14319,60.1,55756,33387,3
FL,34119,1,Naples,US,26.27,-81.74,28297,50.6,73529,45859,6
FL,34120,1,Naples,US,26.27,-81.69,28748,37.3,72881,31555,3
FL,34135,1,Bonita Springs,US,26.34,-81.81,41640,50.7,53808,32975,6
FL,34145,1,Marco Island,US,25.96,-81.72,17148,64.6,73304,57808,6
FL,34201,1,Sarasota,US,27.39,-82.46,3806,64.4,89045,59227,4
FL,34202,1,Bradenton,US,27.39,-82.44,21871,47.4,89362,44595,4
FL,34203,2,Bradenton,US,27.45,-82.46,36866,44.5,47917,24858,2
FL,34207,1,Bradenton,US,27.45,-82.58,33683,45.1,34713,19279,11
FL,34208,2,Bradenton,US,27.49,-82.48,37714,35.1,39723,18470,3
FL,34209,1,Bradenton,US,27.5,-82.62,33345,53.3,53852,30354,6
FL,34210,1,Bradenton,US,27.46,-82.64,16271,50.1,45250,26297,3
FL,34222,1,Ellenton,US,27.53,-82.51,10843,60.7,38396,27083,3
FL,34231,1,Sarasota,US,27.29,-82.53,29042,51.0,47127,35143,7
FL,34232,3,Sarasota,US,27.34,-82.45,33261,46.1,52737,27677,2
FL,34234,1,Sarasota,US,27.38,-82.45,20519,44.2,31605,20683,5
FL,34236,2,Sarasota,US,27.34,-82.54,11843,62.4,51028,55047,23
FL,34238,4,Sarasota,US,27.27,-82.48,18606,65.6,63203,46662,5
FL,34239,2,Sarasota,US,27.32,-82.5,15310,48.6,49199,34915,2
FL,34243,5,Sarasota,US,27.39,-82.45,27819,51.9,61885,33864,4
FL,34287,1,North Port,US,27.04,-82.21,24274,58.3,42782,24143,5
FL,34293,2,Venice,US,27.08,-82.39,34343,58.5,50185,30515,1
FL,34471,2,Ocala,US,29.19,-82.14,23968,43.8,49225,29623,8
FL,34474,3,Ocala,US,29.16,-82.17,16210,35.9,38639,22812,6
FL,34604,1,Spring Hill,US,28.5,-82.6,10304,42.9,45324,21113,2
FL,34606,1,Spring Hill,US,28.5,-82.59,26117,55.1,36356,21207,4
FL,34613,1,Brooksville,US,28.53,-82.51,17308,59.0,40661,24917,5
FL,34652,1,New Port Richey,US,28.24,-82.73,24037,48.1,32283,22508,4
FL,34655,3,Trinity,US,28.24,-82.67,38566,47.6,55533,30761,2
FL,34668,1,Port Richey,US,28.29,-82.71,44051,46.6,32662,18091,5
FL,34677,1,Oldsmar,US,28.05,-82.7,21136,43.6,58761,35325,4
FL,34684,1,Palm Harbor,US,28.05,-82.74,27849,54.0,45284,31000,4
FL,34685,2,Palm Harbor,US,28.1,-82.69,18429,47.2,77059,40543,1
FL,34689,1,Tarpon Springs,US,28.14,-82.74,26589,52.3,43412,29684,13
FL,34695,1,Safety Harbor,US,27.99,-82.69,17679,48.8,57857,34651,4
FL,34698,1,Dunedin,US,28.02,-82.76,38185,52.9,46463,30285,4
FL,34711,2,Clermont,US,28.55,-81.7,55510,41.4,59958,26473,4
FL,34714,1,Clermont,US,28.36,-81.68,17776,36.5,54127,21855,5
FL,34741,2,Kissimmee,US,28.34,-81.41,44926,32.4,34119,17170,11
FL,34746,1,Kissimmee,US,28.33,-81.47,39984,35.9,47954,19246,7
FL,34747,3,Kissimmee,US,28.33,-81.53,15940,36.3,62240,33616,7
FL,34761,1,Ocoee,US,28.55,-81.53,41895,35.7,56855,25379,4
FL,34769,1,St. Cloud,US,28.25,-81.31,21314,42.0,41886,21060,4
FL,34787,2,Winter Garden,US,28.52,-81.59,53496,34.9,60208,27895,3
FL,34957,2,Jensen Beach,US,27.24,-80.27,21848,56.9,45648,33296,8
FL,34986,1,Port St. Lucie,US,27.31,-80.41,24610,50.3,53490,32285,6
FL,34987,1,Port St. Lucie,US,27.27,-80.43,6607,42.9,71105,29072,5
FL,34990,1,Palm City,US,27.17,-80.29,27687,51.9,76155,43436,4
FL,34994,3,Stuart,US,27.24,-80.24,17471,47.4,37334,26096,5
FL,34997,1,Stuart,US,27.13,-80.21,42507,49.3,51192,30056,3
GA,30004,5,Milton,US,34.15,-84.25,60229,37.3,97234,47697,5
GA,30005,2,Alpharetta,US,34.09,-84.24,38887,35.0,106516,47434,4
GA,30009,1,Alpharetta,US,34.07,-84.29,14759,39.2,78308,40872,11
GA,30013,2,Conyers,US,33.65,-84.01,25947,36.3,49396,23197,6
GA,30019,3,Dacula,US,34.07,-83.91,45624,35.6,84446,27999,4
GA,30022,10,Alpharetta,US,34.07,-84.22,68274,38.5,98544,44303,4
GA,30024,6,Suwanee,US,34.1,-84.04,71960,37.1,101390,38113,1
GA,30030,2,Decatur,US,33.79,-84.29,27322,36.0,69721,42869,14
GA,30033,1,Decatur,US,33.79,-84.27,31276,36.9,61892,37237,11
GA,30034,1,Decatur,US,33.68,-84.23,43922,36.9,47500,21965,0
GA,30040,2,Cumming,US,34.24,-84.17,61657,36.1,84462,32021,0
GA,30041,3,Cumming,US,34.19,-84.13,57584,40.1,98269,40289,7
GA,30043,4,Lawrenceville,US,34.01,-83.99,86259,35.1,65376,25630,0
GA,30044,1,Lawrenceville,US,33.96,-84.05,86523,32.9,51974,22044,6
GA,30045,1,Lawrenceville,US,33.9,-84.01,33602,38.0,73186,26441,2
GA,30047,1,Lilburn,US,33.88,-84.06,62325,38.7,67644,27898,2
GA,30052,2,Loganville,US,33.84,-83.89,59699,36.0,64492,24554,2
GA,30060,2,Marietta,US,33.97,-84.55,37334,30.0,37324,17036,10
GA,30062,3,Marietta,US,33.99,-84.43,65206,39.9,88063,39845,4
GA,30064,3,West Marietta,US,33.95,-84.6,46678,41.2,76000,37348,1
GA,30066,2,Marietta,US,34.04,-84.46,52930,41.0,80766,38528,2
GA,30067,2,Marietta,US,33.92,-84.47,47556,33.1,51088,35131,9
GA,30068,3,Marietta,US,33.98,-84.41,32068,44.1,98786,49118,8
GA,30075,4,Roswell,US,34.06,-84.38,54858,42.3,102258,48632,4
GA,30076,2,Roswell,US,34.04,-84.31,43656,36.7,70896,38099,5
GA,30078,2,Snellville,US,33.87,-84.01,35206,38.5,64383,27754,5
GA,30080,4,Smyrna,US,33.9,-84.47,54407,33.1,55830,37308,13
GA,30084,3,Tucker,US,33.86,-84.21,35896,38.0,53445,27679,4
GA,30087,1,Stone Mountain,US,33.84,-84.13,36403,42.5,66620,30829,4
GA,30092,3,Peachtree Corners,US,33.97,-84.2,33357,35.3,64005,35983,5
GA,30093,1,Norcross,US,33.92,-84.17,56052,29.2,33950,15015,5
GA,30096,4,Duluth,US,34.0,-84.12,69237,33.4,50167,24958,3
GA,30097,6,Johns Creek,US,34.07,-84.08,44256,40.0,96390,43557,2
GA,30101,2,Acworth,US,34.04,-84.68,57205,36.1,76105,30946,5
GA,30106,1,Austell,US,33.86,-84.58,19619,38.6,45857,24229,2
GA,30114,4,Canton,US,34.25,-84.46,51915,37.9,61322,29463,3
GA,30115,1,Canton,US,34.17,-84.41,37964,36.8,74713,30542,2
GA,30117,1,Carrollton,US,33.55,-85.07,35169,30.9,35592,20292,2
GA,30118,1,Carrollton,US,33.57,-85.1,2513,19.5,0,2877,3
GA,30120,2,Cartersville,US,34.2,-84.79,39361,37.3,47432,23068,5
GA,30121,2,Cartersville,US,34.17,-84.78,22521,33.5,50153,23006,10
GA,30132,1,Dallas,US,33.91,-84.82,36238,34.9,61870,25643,2
GA,30135,2,Douglasville,US,33.73,-84.72,62587,36.3,60596,24808,2
GA,30141,2,Hiram,US,33.9,-84.75,21335,37.5,51300,23537,4
GA,30143,1,Jasper,US,34.47,-84.46,21108,46.9,57376,30795,3
GA,30144,8,Kennesaw,US,34.05,-84.56,53996,31.5,58995,26881,7
GA,30152,2,Kennesaw,US,34.03,-84.59,42814,36.6,79422,35051,8
GA,30157,1,Dallas,US,34.01,-84.75,48513,34.5,59904,23765,3
GA,30161,2,Rome,US,34.26,-85.16,35087,40.0,38290,21229,8
GA,30188,3,Woodstock,US,34.12,-84.48,57035,36.5,70686,31167,1
GA,30189,3,Woodstock,US,34.11,-84.54,37259,37.1,78080,34203,6
GA,30213,1,Fairburn,US,33.54,-84.58,30318,34.6,45566,22016,3
GA,30214,4,Fayetteville,US,33.48,-84.44,29637,44.7,62909,30926,1
GA,30223,2,Griffin,US,33.25,-84.26,36116,39.7,35228,18296,4
GA,30241,1,La Grange,US,33.04,-84.98,25614,33.7,41074,19031,1
GA,30253,3,McDonough,US,33.47,-84.19,53974,34.6,56358,25225,2
GA,30265,4,Newnan,US,33.4,-84.72,33553,38.5,75541,33009,2
GA,30269,5,Peachtree City,US,33.44,-84.56,35220,41.7,85064,38714,1
GA,30281,1,Stockbridge,US,33.51,-84.22,68434,36.4,52213,22942,3
GA,30303,6,Atlanta,US,33.76,-84.39,6279,21.7,23953,9820,51
GA,30305,3,Atlanta,US,33.85,-84.37,22318,37.5,89489,77747,33
GA,30307,3,Atlanta,US,33.77,-84.35,18574,34.8,78960,58931,33
GA,30308,4,Atlanta,US,33.78,-84.37,17097,33.0,57888,47244,51
GA,30309,3,Atlanta,US,33.84,-84.38,21928,34.5,74932,69181,40
GA,30313,2,Atlanta,US,33.78,-84.39,10893,21.3,39427,14574,52
GA,30314,1,Atlanta,US,33.75,-84.41,23468,27.7,25373,13398,44
GA,30316,1,Atlanta,US,33.74,-84.36,31648,36.1,49516,27830,25
GA,30318,1,Atlanta,US,33.8,-84.41,49728,31.0,39523,27937,24
GA,30319,3,Atlanta,US,33.89,-84.33,39007,37.0,86217,67702,3
GA,30320,5,Atlanta,US,33.64,-84.43,0,0.0,0,0,24
GA,30322,1,Atlanta,US,33.79,-84.33,2854,19.9,0,2182,12
GA,30324,4,Buckhead,US,33.83,-84.36,27587,34.2,61753,50292,29
GA,30326,5,Atlanta,US,33.85,-84.36,5429,35.7,81071,66886,39
GA,30327,1,Atlanta,US,33.85,-84.43,23363,45.2,145176,96731,2
GA,30328,4,Atlanta,US,33.94,-84.35,34456,38.0,71900,50336,20
GA,30329,4,Atlanta,US,33.83,-84.31,28017,31.0,47898,31549,14
GA,30331,1,Atlanta,US,33.72,-84.51,61010,33.6,40578,23120,1
GA,30338,2,Dunwoody,US,33.95,-84.34,33666,37.7,87266,48115,9
GA,30339,4,Atlanta,US,33.88,-84.47,21250,32.8,69846,55931,14
GA,30342,4,Sandy Springs,US,33.91,-84.38,31027,33.6,72030,60694,10
GA,30344,2,East Point,US,33.66,-84.5,33365,35.2,37264,19084,2
GA,30346,3,Dunwoody,US,33.93,-84.34,5263,34.3,67074,48460,26
GA,30350,1,Atlanta,US,33.99,-84.35,36434,33.6,53307,44195,4
GA,30363,2,Atlanta,US,33.79,-84.4,3189,29.1,66618,49878,51
GA,30458,1,Statesboro,US,32.44,-81.76,43683,23.5,27292,16380,6
GA,30460,1,Statesboro,US,32.48,-81.81,1104,19.4,0,2388,0
GA,30501,3,Gainsville,US,34.32,-83.8,27743,31.7,38694,20012,3
GA,30506,1,Gainesville,US,34.37,-83.87,42886,41.0,62571,30421,1
GA,30510,1,Buford,US,34.07,-83.98,8486,38.5,35498,15214,9
GA,30512,1,Blairsville,US,34.88,-83.95,18969,54.8,40161,22589,5
GA,30513,1,Blue Ridge,US,34.84,-84.34,11102,50.7,33120,18409,0
GA,30518,1,Sugar Hill,US,34.12,-84.08,48445,35.6,68115,29322,3
GA,30519,2,Buford,US,34.07,-83.98,42904,36.1,71693,26805,9
GA,30523,1,Clarkesville,US,34.6,-83.52,12084,49.3,44719,24804,5
GA,30525,1,Clayton,US,34.88,-83.4,6635,46.2,32706,22668,5
GA,30528,1,Cleveland,US,34.6,-83.76,22883,41.8,38970,20215,5
GA,30529,1,Commerce,US,34.26,-83.46,9687,36.9,41547,19201,5
GA,30531,1,Cornelia,US,34.51,-83.55,10591,35.0,35503,17514,1
GA,30533,1,Dahlonega,US,34.53,-83.98,25412,37.3,42442,21907,6
GA,30534,1,Dawsonville,US,34.35,-84.05,28773,40.5,56721,27478,6
GA,30540,2,Ellijay,US,34.68,-84.48,18508,42.6,39966,20439,3
GA,30542,2,Oakwood,US,34.2,-83.86,35837,37.4,68006,27041,2
GA,30546,1,Hiawassee,US,34.95,-83.76,6411,56.8,36595,22581,2
GA,30549,1,Jefferson,US,34.12,-83.61,22908,37.8,57981,24905,0
GA,30566,1,Oakwood,US,34.23,-83.87,8234,35.9,50130,24003,4
GA,30601,2,Athens,US,34.0,-83.35,22605,26.3,20309,13883,1
GA,30602,1,ATHENS,US,33.95,-83.38,2647,19.4,0,2175,27
GA,30605,1,Athens,US,33.92,-83.34,39717,24.8,30923,19282,3
GA,30606,3,Athens,US,33.95,-83.41,41937,30.9,38301,25424,12
GA,30620,1,Bethlehem,US,33.95,-83.76,12460,34.1,62593,21818,2
GA,30646,1,Hull,US,34.08,-83.31,6612,40.2,39558,21820,0
GA,30701,1,Calhoun,US,34.47,-84.93,39969,36.7,41763,19584,3
GA,30720,1,Dalton,US,34.76,-84.99,28372,34.5,42600,22898,9
GA,30721,1,Dalton,US,34.8,-84.96,53308,32.9,37094,17076,3
GA,30750,1,Lookout Mountain,US,34.97,-85.35,4672,28.6,70875,29384,0
GA,30809,3,Evans,US,33.54,-82.12,43528,38.1,87344,35061,3
GA,30905,2,Fort Gordon,US,33.43,-82.13,8057,21.1,48264,18379,4
GA,30907,3,Martinez,US,33.51,-82.05,52364,39.1,62826,32519,7
GA,30909,7,Augusta,US,33.51,-82.03,41036,33.5,42792,27979,5
GA,31005,1,Bonaire,US,32.54,-83.59,17440,35.8,67434,27456,0
GA,31021,2,Dublin,US,32.54,-82.94,27849,38.0,31981,20489,4
GA,31032,1,Gray,US,33.01,-83.55,14162,38.7,55464,27821,2
GA,31061,2,Milledgeville,US,33.15,-83.26,43916,33.8,32655,18357,0
GA,31093,2,Warner Robins,US,32.62,-83.67,30606,33.4,34114,18110,6
GA,31210,2,Macon,US,32.9,-83.69,32414,38.3,60091,34489,5
GA,31314,1,Hinesville,US,31.97,-81.64,1567,22.7,0,26064,0
