State/Province,Postcode,Starbucks Count,City,Country,Latitude,Longitude,Population,Median Age,Household Income,Per Capita Income,Cafe Count
MN,55744,1,Grand Rapids,US,47.21,-93.53,20433,44.6,47212,24757,4
MN,55792,1,Virginia,US,47.51,-92.55,10024,42.9,37169,23762,7
MN,55802,1,Duluth,US,46.78,-92.1,2271,61.1,23125,33609,9
MN,55811,4,Duluth,US,46.82,-92.08,26346,40.0,58071,31184,15
MN,55901,3,Rochester,US,44.07,-92.47,53451,33.7,65896,32306,2
MN,55902,2,Rochester,US,44.02,-92.47,23026,40.1,84628,53025,31
MN,55904,2,Rochester,US,44.02,-92.46,26489,35.7,51261,25353,31
MN,55987,1,Winona,US,44.03,-91.62,35221,32.5,46300,24236,3
MN,56001,2,Mankato,US,44.17,-93.95,47211,27.1,44915,25366,11
MN,56301,1,St. Cloud,US,45.55,-94.19,32943,25.0,53075,24536,13
MN,56304,1,St Cloud,US,45.57,-94.15,15962,31.8,41499,22871,10
MN,56308,1,Alexandria,US,45.85,-95.39,24606,43.7,53681,31017,5
MN,56387,1,Waite Park,US,45.55,-94.22,6750,32.2,40758,25295,11
MN,56425,2,Baxter,US,46.37,-94.24,7789,40.4,57910,32082,8
MN,56560,2,Moorhead,US,46.86,-96.75,42361,29.9,55299,24791,9
MN,56601,1,Bemidji,US,47.49,-94.91,33548,34.3,48075,24800,5
MO,63005,4,Chesterfield,US,38.67,-90.59,17602,42.9,153190,71261,6
MO,63010,2,Arnold,US,38.44,-90.37,36347,38.9,59271,26727,4
MO,63011,4,Manchester,US,38.62,-90.5,37760,43.4,87463,42321,5
MO,63017,2,Chesterfield,US,38.65,-90.57,41701,48.3,92692,50254,6
MO,63026,1,Fenton,US,38.51,-90.44,44544,38.9,71970,32174,5
MO,63031,1,Florissant,US,38.78,-90.34,48889,37.9,55647,25483,2
MO,63033,1,Florissant,US,38.81,-90.3,42635,38.5,50532,25092,6
MO,63040,1,Wildwood,US,38.58,-90.63,8115,41.2,107011,45306,3
MO,63042,1,Hazelwood,US,38.79,-90.35,20462,35.6,42768,24047,3
MO,63044,1,Bridgeton,US,38.75,-90.43,10633,46.5,48576,27462,5
MO,63088,1,Valley Park,US,38.54,-90.5,8484,35.4,56771,33696,2
MO,63090,1,Washington,US,38.53,-90.98,22066,40.5,54242,29891,2
MO,63101,2,St. Louis,US,38.63,-90.19,3051,32.1,54624,41405,27
MO,63102,2,St. Louis,US,38.63,-90.19,2273,33.3,39855,28149,27
MO,63103,1,St. Louis,US,38.63,-90.23,7359,30.3,35245,31562,18
MO,63104,1,St. Louis,US,38.61,-90.24,19533,33.0,46799,31220,18
MO,63105,2,Clayton,US,38.65,-90.33,17563,32.0,95022,59687,28
MO,63108,2,St. Louis,US,38.64,-90.23,20916,30.4,35824,33557,15
MO,63109,3,St. Louis,US,38.59,-90.27,27507,38.4,52389,34729,12
MO,63111,1,St. Louis,US,38.56,-90.26,22327,34.4,27296,16779,3
MO,63117,3,St. Louis,US,38.63,-90.31,9113,37.9,67743,49530,14
MO,63119,2,Webster Groves,US,38.61,-90.34,33847,40.2,72750,41575,19
MO,63122,2,St. Louis,US,38.58,-90.41,38799,42.8,86531,49615,8
MO,63123,1,Affton,US,38.55,-90.33,49924,40.6,52881,29674,2
MO,63125,1,St. Louis,US,38.51,-90.33,33211,41.6,45901,23554,6
MO,63126,1,Crestwood,US,38.56,-90.38,14969,45.0,66815,34256,1
MO,63127,1,Sunset Hills,US,38.56,-90.41,4678,49.1,87344,58134,3
MO,63128,1,St. Louis,US,38.51,-90.38,29716,48.9,71539,39648,4
MO,63129,1,St. Louis,US,38.51,-90.33,54075,43.5,66948,34631,6
MO,63130,3,University City,US,38.66,-90.3,29221,36.2,56458,39329,13
MO,63131,5,Town and Country,US,38.63,-90.4,17446,47.7,130026,75960,5
MO,63132,1,Olivette,US,38.67,-90.37,14407,37.5,53080,36161,7
MO,63135,1,Ferguson,US,38.77,-90.28,22081,35.9,42154,20453,2
MO,63141,2,Creve Coeur,US,38.67,-90.44,20070,45.4,106232,66122,5
MO,63144,3,St. Louis,US,38.63,-90.34,8792,36.4,72597,47238,26
MO,63145,6,St Louis,US,38.74,-90.36,0,0.0,0,0,6
MO,63146,2,Maryland Heights,US,38.7,-90.42,30352,42.6,63009,37471,2
MO,63301,1,St. Charles,US,38.77,-90.49,49481,35.4,53650,27226,10
MO,63304,1,St. Peters,US,38.74,-90.63,40601,40.6,85926,37676,5
MO,63366,1,O'Fallon,US,38.78,-90.7,48162,36.6,66708,30402,3
MO,63367,1,Lake St. Louis,US,38.77,-90.78,21166,36.8,85405,37987,2
MO,63368,3,O'Fallon,US,38.78,-90.7,45682,35.9,85802,35486,3
MO,63376,1,St. Peters,US,38.79,-90.63,72711,39.1,73993,32743,6
MO,63385,2,Wentzville,US,38.82,-90.85,38737,35.3,73189,30253,4
MO,63501,1,Kirksville,US,40.2,-92.57,21560,25.6,35377,19473,3
MO,63701,3,Cape Girardeau,US,37.33,-89.53,38050,33.4,47586,25641,5
MO,64012,1,Belton,US,38.81,-94.52,27270,35.8,57982,26969,3
MO,64014,2,Blue Springs,US,39.03,-94.25,25553,33.6,67775,31110,8
MO,64030,1,GRANDVIEW,US,38.88,-94.52,24970,33.4,41347,20486,4
MO,64055,4,Independence,US,39.08,-94.39,33367,45.0,49091,28064,4
MO,64057,3,Independence,US,39.05,-94.36,14745,41.1,55549,28594,7
MO,64063,2,Lee's Summit,US,38.92,-94.34,20371,35.6,63855,28290,5
MO,64068,1,Liberty,US,39.25,-94.45,37595,39.1,65401,30736,10
MO,64079,1,PLATTE CITY,US,39.35,-94.77,13444,36.9,81820,34325,1
MO,64081,2,Lees Summit,US,38.93,-94.41,24256,43.3,78441,36446,5
MO,64086,2,Lees Summit,US,38.93,-94.38,21751,36.1,75316,35549,11
MO,64093,1,Warrensburg,US,38.78,-93.72,27839,26.8,45282,21848,8
MO,64105,2,Kansas City,US,39.1,-94.58,4123,29.7,47481,41094,37
MO,64111,2,Kansas City,US,39.06,-94.59,17462,32.1,40458,29074,31
MO,64112,2,Kansas City,US,39.04,-94.59,8631,31.1,65158,73047,31
MO,64114,2,Kansas City,US,38.97,-94.61,25076,40.6,55796,34995,10
MO,64118,2,Kansas City,US,39.21,-94.57,41198,36.0,50919,25585,8
MO,64119,2,Gladstone,US,39.22,-94.55,26997,38.4,62401,30010,4
MO,64145,2,Kansas City,US,38.89,-94.61,5046,55.7,56723,40402,2
MO,64151,2,Kansas City,US,39.21,-94.64,25739,38.1,64404,34205,4
MO,64153,6,Kansas City,US,39.31,-94.67,4912,36.5,61073,35597,0
MO,64154,2,Kansas City,US,39.26,-94.65,9866,36.1,62509,35182,5
MO,64155,3,Kansas City,US,39.27,-94.57,22621,34.2,75328,31416,1
MO,64157,1,Kansas City,US,39.25,-94.46,18548,32.6,103200,37134,9
MO,64468,2,Maryville,US,40.35,-94.87,15998,24.1,31176,16453,3
MO,64506,4,St. Joseph,US,39.81,-94.8,24974,37.5,56958,28057,1
MO,64701,1,Harrisonville,US,38.65,-94.36,14205,38.5,48261,24394,3
MO,64801,3,Joplin,US,37.09,-94.47,37152,36.1,37838,22175,6
MO,64804,1,Joplin,US,37.05,-94.48,35674,39.2,43225,26852,5
MO,64870,1,Webb City,US,37.14,-94.48,14393,33.3,46833,22499,3
MO,65065,3,Osage Beach,US,38.16,-92.6,6631,50.8,50545,27910,1
MO,65109,2,Jefferson City,US,38.59,-92.21,39112,38.8,54157,28288,5
MO,65201,3,Columbia,US,38.95,-92.3,40967,22.7,30354,19501,7
MO,65203,4,Columbia,US,38.97,-92.36,56026,33.6,60161,35635,5
MO,65211,1,Columbia,US,38.94,-92.33,0,0.0,0,0,20
MO,65301,1,Sedalia,US,38.71,-93.26,34276,37.6,38150,20763,3
MO,65401,1,Rolla,US,37.95,-91.75,32566,31.3,41402,21737,4
MO,65473,1,Ft. Leonard Wood,US,37.75,-92.11,17576,20.9,43880,15280,1
MO,65536,1,Lebanon,US,37.68,-92.67,29459,38.7,39220,19252,7
MO,65583,1,Waynesville,US,37.81,-92.23,11152,36.2,55448,24142,3
MO,65584,1,St. Robert,US,37.82,-92.14,10520,29.7,49169,21921,3
MO,65605,1,Aurora,US,36.97,-93.72,11728,41.6,36458,18894,4
MO,65615,1,Branson,US,36.66,-93.24,0,0.0,0,0,9
MO,65616,2,Branson,US,36.65,-93.22,24786,40.7,41422,21862,9
MO,65672,1,Hollister,US,36.58,-93.2,9503,34.9,35650,20010,0
MO,65714,1,Nixa,US,37.05,-93.3,31557,38.4,54912,25840,2
MO,65721,1,Ozark,US,37.06,-93.22,29970,35.9,53855,25453,3
MO,65738,1,Republic,US,37.13,-93.47,17773,33.6,50461,23358,4
MO,65802,4,Springfield,US,37.25,-93.26,43741,33.4,33878,19282,5
MO,65803,2,Springfield,US,37.24,-93.26,42264,34.6,35052,18764,6
MO,65804,4,Springfield,US,37.16,-93.23,37804,41.0,44092,30444,3
MO,65806,1,Springfield,US,37.21,-93.29,10957,24.7,16256,12297,14
MO,65807,5,Springfield,US,37.2,-93.28,56882,31.8,37174,20306,20
MO,65810,1,Springfield,US,37.14,-93.28,22697,39.4,64936,33941,13
MS,38632,1,Hernando,US,34.83,-89.99,26253,39.7,61041,29229,3
MS,38637,1,Horn Lake,US,34.96,-90.01,26815,33.2,45219,19590,5
MS,38654,2,Olive Branch,US,34.96,-89.85,48904,37.6,69036,29349,5
MS,38655,2,Oxford,US,34.36,-89.53,39366,30.9,44842,25997,10
MS,38664,1,Tunica,US,34.85,-90.33,2860,29.4,33159,23610,1
MS,38671,1,Southhaven,US,34.96,-89.99,35840,33.3,50194,22068,2
MS,38677,1,Oxford,US,34.36,-89.54,4619,19.3,8864,2804,8
MS,38801,1,Tupelo,US,34.26,-88.74,29114,36.2,39522,21997,3
MS,38804,1,Tupelo,US,34.3,-88.71,17091,37.4,44223,23797,1
MS,39056,1,Clinton,US,32.33,-90.33,26218,36.1,57845,27319,9
MS,39157,1,Ridgeland,US,32.43,-90.15,24793,33.9,56448,34823,7
MS,39211,1,Jackson,US,32.36,-90.15,25141,34.1,55899,35677,4
MS,39213,1,Jackson,US,32.4,-90.15,22590,37.0,23384,13419,3
MS,39232,2,Flowood,US,32.34,-90.06,6943,34.3,46563,33855,4
MS,39402,2,Hattiesburg,US,31.32,-89.35,42326,33.4,54776,30944,9
MS,39406,1,Hattiesburg,US,31.33,-89.33,2069,19.8,0,2894,6
MS,39503,1,Gulfport,US,30.44,-89.1,50568,33.1,43073,22368,5
MS,39530,2,Biloxi,US,30.39,-88.86,7917,38.0,30165,18499,2
MS,39531,1,Biloxi,US,30.4,-88.98,17468,34.5,38036,22326,5
MS,39534,1,Keesler AFB,US,30.41,-88.91,2846,20.7,0,14884,8
MS,39540,2,D'Iberville,US,30.46,-88.88,9124,35.3,42383,22506,2
MS,39564,1,Ocean Springs,US,30.41,-88.78,39480,36.2,57003,28431,3
MS,39705,1,Columbus,US,33.52,-88.43,13602,33.9,50929,27525,3
MS,39759,2,Starkville,US,33.45,-88.81,43060,25.8,32394,21526,10
MS,39762,1,Mississippi State,US,33.45,-88.79,2931,19.5,0,2709,8
MT,59101,1,Billings,US,45.78,-108.5,39940,34.9,42986,25465,22
MT,59102,6,Billings,US,45.78,-108.53,48820,40.0,51584,29855,25
MT,59105,2,Billings,US,45.81,-108.48,30940,35.3,60552,28635,7
MT,59404,1,Great Falls,US,47.52,-111.31,27523,41.0,56359,28325,20
MT,59405,4,Great Falls,US,47.49,-111.25,30775,34.4,42207,24226,8
MT,59601,3,Helena,US,46.6,-112.02,29942,41.5,50072,29982,23
MT,59701,1,Butte,US,45.98,-112.51,33360,40.3,36942,24141,7
MT,59714,1,Belgrade,US,45.78,-111.18,19370,34.1,59352,27479,12
MT,59715,2,Bozeman,US,45.68,-111.05,33887,31.1,50423,31633,31
MT,59718,3,Bozeman,US,45.71,-111.06,29105,31.1,56461,30043,7
MT,59725,1,Dillon,US,45.22,-112.63,8010,39.9,41974,26498,9
MT,59801,4,Missoula,US,46.85,-114.02,31272,29.8,35954,21800,33
MT,59808,2,Missoula,US,46.91,-114.03,19365,34.5,54433,27918,7
MT,59860,1,Polson,US,47.69,-114.12,10324,45.2,37948,24229,6
MT,59901,3,Kalispell,US,48.24,-114.31,51243,39.4,46502,24966,3
MT,59937,1,Whitefish,US,48.4,-114.34,12753,43.7,50377,31086,11
NC,27012,1,Clemmons,US,36.02,-80.38,25699,44.3,74954,35719,6
NC,27103,8,Winston-Salem,US,36.09,-80.27,37201,33.9,43174,25692,23
NC,27104,1,Winston Salem,US,36.14,-80.28,28507,42.1,54483,42789,6
NC,27105,2,Winston-Salem,US,36.19,-80.28,41083,34.4,29523,14923,3
NC,27106,3,Winston-Salem,US,36.14,-80.3,46876,36.7,45783,32110,7
NC,27109,1,Winston-Salem,US,36.13,-80.28,2435,19.9,0,2906,4
NC,27215,4,Burlington,US,36.08,-79.48,40467,41.7,41936,26902,9
NC,27262,3,High Point,US,35.98,-80.0,23766,36.8,39457,23501,10
NC,27265,1,High Point,US,36.04,-79.96,49024,38.3,53898,28306,6
NC,27282,1,Jamestown,US,35.97,-79.93,17168,41.6,65603,32057,0
NC,27284,3,Kernersville,US,36.11,-80.09,50981,42.1,56151,30275,11
NC,27302,1,Mebane,US,36.07,-79.27,28686,38.0,53029,27140,4
NC,27332,1,Sanford,US,35.45,-79.14,30344,35.3,53405,23416,8
NC,27406,1,Greensboro,US,36.0,-79.79,58381,36.2,39038,20004,2
NC,27407,3,Greensboro,US,36.05,-79.84,50279,32.5,43793,24572,10
NC,27408,2,Greensboro,US,36.1,-79.81,18059,41.9,54906,47003,19
NC,27409,2,Greensboro,US,36.12,-79.93,16902,30.8,41225,26538,1
NC,27410,8,Greensboro,US,36.15,-79.84,54195,42.1,58903,36611,0
NC,27411,1,Greensboro,US,36.07,-79.77,0,0.0,0,0,23
NC,27455,2,Greensboro,US,36.13,-79.8,29398,41.5,63148,40223,7
NC,27502,2,Apex,US,35.74,-78.86,34428,37.7,95637,37623,9
NC,27506,1,Buies Creek,US,35.41,-78.74,0,0.0,0,0,2
NC,27511,4,Cary,US,35.77,-78.74,34393,37.3,66685,33111,7
NC,27513,3,Cary,US,35.83,-78.77,42637,38.2,86423,41326,3
NC,27514,5,Chapel Hill,US,35.94,-79.03,32446,23.9,60886,34788,11
NC,27517,2,Chapel Hill,US,35.91,-79.01,23613,43.1,84369,60307,4
NC,27518,4,Cary,US,35.75,-78.74,20923,41.6,98054,50853,8
NC,27519,6,Cary,US,35.85,-78.85,47083,37.2,123276,45839,7
NC,27520,1,Clayton,US,35.67,-78.5,39363,35.7,57568,25161,4
NC,27523,1,Apex,US,35.74,-78.82,11578,38.2,79028,38658,3
NC,27526,1,Fuquay-Varina,US,35.59,-78.78,44119,37.0,66356,27758,11
NC,27527,1,Clayton,US,35.65,-78.38,19510,36.8,75180,28491,0
NC,27529,3,Garner,US,35.72,-78.58,45519,38.1,60489,26875,2
NC,27534,3,Goldsboro,US,35.4,-77.94,32948,36.3,45609,24464,2
NC,27540,3,Holly Springs,US,35.66,-78.8,33221,34.4,91159,34139,1
NC,27545,2,Knightdale,US,35.8,-78.5,25596,34.0,57061,25865,3
NC,27560,7,Morrisville,US,35.87,-78.79,26187,33.3,84504,40935,2
NC,27577,1,Smithfield,US,35.51,-78.32,24671,38.3,41686,19556,5
NC,27587,2,Wake Forest,US,35.97,-78.5,59691,37.9,84086,35297,7
NC,27601,1,Raleigh,US,35.77,-78.64,9975,29.9,25248,18155,18
NC,27604,1,Raleigh,US,35.82,-78.59,43667,34.2,49282,24721,4
NC,27605,2,Raleigh,US,35.79,-78.65,4544,37.7,49282,45031,45
NC,27607,2,Raleigh,US,35.82,-78.67,28571,22.9,62513,28792,8
NC,27609,4,Raleigh,US,35.87,-78.62,32884,36.6,52791,38154,7
NC,27610,1,Raleigh,US,35.8,-78.56,73830,33.0,46413,19071,4
NC,27612,5,Raleigh,US,35.86,-78.68,36245,35.9,70604,44873,4
NC,27613,1,Raleigh,US,35.89,-78.68,43845,37.7,82239,44085,12
NC,27614,1,Raleigh,US,35.94,-78.54,32948,38.9,96782,47051,5
NC,27615,2,Raleigh,US,35.9,-78.6,42421,43.3,77818,45810,4
NC,27616,4,Raleigh,US,35.87,-78.57,48004,32.7,55843,24779,7
NC,27617,1,Raleigh,US,35.91,-78.78,16503,33.9,77787,51327,7
NC,27623,2,Raleigh,US,35.88,-78.79,0,0.0,0,0,1
NC,27703,1,Durham,US,35.88,-78.85,47697,32.6,55094,24382,8
NC,27705,4,Durham,US,36.06,-78.92,47942,33.7,47692,31779,4
NC,27707,6,Durham,US,36.05,-78.9,48731,33.1,45615,30744,3
NC,27713,4,Durham,US,35.91,-78.9,50295,33.6,68095,36696,4
NC,27804,1,Rocky Mount,US,35.97,-77.81,29381,39.9,43634,23870,9
NC,27834,2,Greenville,US,35.61,-77.38,54990,30.9,31301,20246,15
NC,27858,6,Greenville,US,35.61,-77.35,58779,25.3,45394,25260,14
NC,27870,1,Roanoke Rapids,US,36.42,-77.63,26918,40.2,33488,19484,3
NC,27896,2,Wilson,US,35.74,-77.96,20895,39.8,55643,28591,4
NC,27909,1,Elizabeth City,US,36.29,-76.25,40050,37.4,45378,22194,7
NC,27927,1,Corolla,US,36.3,-75.81,813,52.1,73378,48399,2
NC,27948,1,Kill Devil Hills,US,35.99,-75.65,11173,40.6,53606,28409,8
NC,27949,1,Kitty Hawk,US,36.1,-75.72,7154,51.6,64852,40899,2
NC,28027,7,Concord,US,35.44,-80.61,58474,36.4,61240,28957,5
NC,28031,3,Cornelius,US,35.48,-80.86,25834,38.4,81509,45266,10
NC,28034,1,Dallas,US,35.32,-81.18,17441,41.4,40750,20134,1
NC,28036,1,Davidson,US,35.5,-80.86,16009,36.5,99676,46447,12
NC,28043,1,Forest City,US,35.32,-81.88,21472,39.7,33191,16496,4
NC,28054,3,Gastonia,US,35.26,-81.13,36934,38.1,38420,21244,13
NC,28075,1,Harrisburg,US,35.32,-80.67,16936,38.5,80678,32363,4
NC,28078,5,Huntersville,US,35.45,-80.86,56105,36.2,89774,38746,8
NC,28079,1,Indian Trail,US,35.05,-80.65,33008,37.6,66759,27400,2
NC,28086,1,Kings Mountain,US,35.24,-81.4,25261,44.1,39167,20998,0
NC,28092,1,Lincolnton,US,35.48,-81.22,38552,41.6,43192,21653,5
NC,28104,2,Wesley Chapel,US,35.02,-80.7,30750,41.0,95846,41575,0
NC,28105,3,Matthews,US,35.13,-80.7,42704,40.1,66417,33760,10
NC,28110,2,Monroe,US,35.02,-80.58,51834,34.5,53043,22637,7
NC,28117,5,Mooresville,US,35.6,-80.85,36351,40.6,77791,43908,4
NC,28134,3,Pineville,US,35.09,-80.87,10422,37.2,50106,26980,16
NC,28144,1,Salisbury,US,35.66,-80.46,25039,38.7,34489,21638,9
NC,28152,1,Shelby,US,35.29,-81.57,24361,38.4,41754,20425,0
NC,28173,2,Waxhaw,US,35.02,-80.76,49606,37.5,96138,39533,0
NC,28202,3,Charlotte,US,35.23,-80.85,11602,29.9,77188,61158,44
NC,28203,1,Charlotte,US,35.2,-80.84,13657,32.5,73113,57825,26
NC,28204,3,Charlotte,US,35.22,-80.82,5841,31.0,57339,42835,29
NC,28205,1,Charlotte,US,35.22,-80.81,46904,33.4,38777,25351,14
NC,28207,2,Charlotte,US,35.2,-80.82,9666,39.6,127729,91791,13
NC,28208,10,Charlotte,US,35.23,-80.93,35340,32.7,28985,16235,4
NC,28209,1,Charlotte,US,35.17,-80.85,22221,34.2,63953,47482,13
NC,28211,4,Charlotte,US,35.18,-80.8,29566,39.3,73339,58732,7
NC,28216,4,North Charlotte,US,35.35,-80.85,50505,34.2,48244,25467,9
NC,28217,1,Charlotte,US,35.16,-80.97,28415,30.8,39732,18126,1
NC,28223,1,Charlotte,US,35.3,-80.73,0,0.0,0,0,12
NC,28226,2,Charlotte,US,35.12,-80.78,38606,40.6,76095,48329,0
NC,28227,1,Mint Hill,US,35.17,-80.66,54415,38.1,52633,24564,2
NC,28244,1,Charlotte,US,35.23,-80.84,0,0.0,0,0,46
NC,28246,1,Charlotte,US,35.23,-80.84,0,0.0,0,0,46
NC,28262,4,Charlotte,US,35.34,-80.74,42101,25.8,47389,22090,3
NC,28269,2,Charlotte,US,35.34,-80.8,76360,33.5,59051,28079,3
NC,28273,5,Charlotte,US,35.14,-80.88,34450,33.9,56372,26828,1
NC,28277,10,Charlotte,US,35.08,-80.77,67095,37.8,97658,48668,5
NC,28278,3,Charlotte,US,35.17,-80.97,22888,35.4,78944,37150,1
NC,28280,1,Charlotte,US,35.23,-80.84,0,0.0,0,0,46
NC,28303,2,Fayetteville,US,35.07,-78.92,29197,36.8,42296,27245,8
NC,28304,1,Fayetteville,US,35.04,-78.94,37207,34.1,46528,23345,11
NC,28306,1,Fayetteville,US,34.98,-79.01,43200,33.1,47142,23808,3
NC,28307,1,Fort Bragg,US,35.13,-79.0,18110,22.2,41425,15624,2
NC,28310,2,Fort Bragg,US,35.16,-78.97,3731,22.6,0,24669,6
NC,28311,2,Fayetteville,US,35.13,-78.87,34364,32.8,46589,24736,5
NC,28314,1,Fayetteville,US,35.06,-78.97,54109,29.5,46409,23627,20
NC,28315,1,Aberdeen,US,35.16,-79.42,13478,35.2,41924,19603,13
NC,28358,1,Lumberton,US,34.67,-79.01,39398,34.3,33592,16855,3
NC,28372,1,Pembroke,US,34.69,-79.2,13524,30.8,26872,14335,3
NC,28374,1,Pinehurst,US,35.21,-79.48,16970,60.4,75742,49896,5
NC,28403,5,Wilmington,US,34.24,-77.82,40045,26.6,33786,22726,10
NC,28405,2,Wilmington,US,34.24,-77.83,30675,37.9,53198,33042,11
NC,28412,2,Wilmington,US,34.2,-77.89,37550,39.8,50299,27447,14
NC,28451,1,Leland,US,34.22,-78.02,30879,40.4,51181,25590,5
NC,28546,3,Jacksonville,US,34.79,-77.38,46041,27.1,46825,22651,1
NC,28547,1,Camp Lejenue,US,34.67,-77.34,19194,21.3,45459,19471,1
NC,28557,1,Morehead City,US,34.74,-76.81,14464,47.3,48217,34644,5
NC,28562,4,New Bern,US,35.1,-77.0,38370,40.9,51340,28520,0
NC,28590,1,Greenville,US,35.55,-77.41,24658,35.2,57438,28991,5
NC,28601,1,Hickory,US,35.75,-81.34,48910,41.0,46758,27543,12
NC,28602,2,Hickory,US,35.72,-81.31,29442,39.8,41970,20563,6
NC,28607,1,Boone,US,36.2,-81.66,34551,22.9,30383,19877,14
NC,28625,1,Statesville,US,35.79,-80.86,38422,40.3,46377,21912,3
NC,28655,1,Morganton,US,35.74,-81.71,55053,41.9,40733,20726,5
NC,28704,2,Arden,US,35.48,-82.53,20391,41.8,61279,32362,6
NC,28711,1,Black Mountain,US,35.61,-82.32,13121,48.8,41812,24759,5
NC,28712,1,Brevard,US,35.24,-82.73,18802,49.7,42843,24580,10
NC,28714,1,Burnsville,US,35.91,-82.29,16350,46.8,37110,20787,4
NC,28715,1,Candler,US,35.55,-82.66,25243,42.2,45379,25495,4
NC,28716,1,Canton,US,35.54,-82.84,17025,43.2,42400,23295,2
NC,28717,1,Cashiers,US,35.11,-83.1,1965,49.1,49393,31467,1
NC,28723,1,Cullowhee,US,35.31,-83.18,10151,21.9,24507,14203,5
NC,28731,1,Flat Rock,US,35.29,-82.43,7910,49.3,48461,28297,2
NC,28732,1,Fletcher,US,35.44,-82.51,16848,41.7,47699,26706,6
NC,28759,1,Mills River,US,35.4,-82.57,7175,44.6,62788,28646,1
NC,28778,1,Swannanoa,US,35.6,-82.42,10988,38.9,38506,19871,4
NC,28786,1,Waynesville,US,35.5,-82.99,20320,49.9,44105,27635,6
NC,28787,1,Weaverville,US,35.7,-82.57,19780,44.8,49621,26023,3
NC,28792,3,Hendersonville,US,35.35,-82.43,33622,41.3,38398,21100,4
NC,28801,1,Asheville,US,35.6,-82.55,14300,38.7,31359,25760,31
NC,28803,4,Asheville,US,35.57,-82.52,31478,40.3,47474,33019,8
NC,28804,1,Asheville,US,35.63,-82.55,21047,41.6,50193,32408,6
NC,28805,4,Asheville,US,35.6,-82.49,18010,46.5,45335,31191,3
NC,28806,3,Asheville,US,35.61,-82.6,40326,35.3,41208,22186,2
NC,28904,1,Hayesville,US,35.03,-83.8,8351,52.9,34420,22934,1
NC,28906,2,Murphy,US,35.12,-83.99,18542,50.9,36097,18852,0
ND,58103,2,Fargo,US,46.86,-96.85,49178,31.4,41988,28213,15
ND,58104,1,Fargo,US,46.83,-96.82,33044,31.9,66960,38137,11
ND,58201,3,Grand Forks,US,47.91,-97.04,37433,33.3,50391,33654,9
ND,58501,1,Bismarck,US,46.83,-100.77,29523,38.3,58405,33327,7
ND,58503,1,Bismarck,US,46.83,-100.81,29274,36.4,77083,37846,4
ND,58504,2,Bismarck,US,46.8,-100.78,25990,34.0,62184,33185,21
ND,58601,1,Dickinson,US,46.88,-102.8,24839,35.0,72471,36296,7
ND,58701,2,Minot,US,48.23,-101.3,32993,34.5,60322,31769,9
NE,68005,1,Bellevue,US,41.15,-95.91,24082,35.4,51341,26238,5
NE,68008,1,Blair,US,41.54,-96.12,12360,40.7,61485,28702,4
NE,68025,1,Fremont,US,41.45,-96.49,30299,38.3,48403,25559,7
NE,68046,4,Papillion,US,41.18,-96.02,26876,35.2,81682,34356,5
NE,68048,1,Plattsmouth,US,41.0,-95.9,12908,41.4,67818,30690,4
NE,68102,1,Omaha,US,41.26,-95.94,6325,29.0,41628,37329,30
NE,68106,3,Omaha,US,41.25,-95.99,20439,35.3,50325,29154,21
NE,68114,4,Omaha,US,41.27,-96.02,17497,37.9,51093,38674,17
NE,68116,3,Omaha,US,41.29,-96.15,29284,32.6,92256,38519,3
NE,68118,1,Omaha,US,41.26,-96.16,9078,42.1,115938,53850,6
NE,68122,1,Omaha,US,41.32,-96.03,11261,31.9,71378,27703,3
NE,68123,3,Bellevue,US,41.16,-95.93,30101,30.6,68011,30517,5
NE,68124,1,Omaha,US,41.23,-96.05,15599,40.6,64129,37575,10
NE,68127,1,Omaha,US,41.21,-96.06,21064,35.8,48688,29843,10
NE,68130,3,Omaha,US,41.24,-96.19,19738,36.4,99728,44447,4
NE,68135,1,Omaha,US,41.2,-96.18,27671,32.9,102842,37152,5
NE,68137,3,Omaha,US,41.21,-96.11,25471,36.6,61286,30084,6
NE,68144,2,Omaha,US,41.23,-96.1,24242,38.4,62351,34452,12
NE,68154,2,Omaha,US,41.27,-96.09,22698,38.6,68672,41522,11
NE,68164,2,Omaha,US,41.29,-96.12,27571,33.9,65032,33094,8
NE,68175,1,Omaha,US,41.26,-95.96,0,0.0,0,0,17
NE,68178,1,Omaha,US,41.26,-95.95,1532,19.4,0,9961,36
NE,68467,1,York,US,40.82,-97.6,9409,39.3,50052,25861,1
NE,68504,1,Lincoln,US,40.82,-96.65,16797,28.1,35242,19480,16
NE,68505,1,Lincoln,US,40.82,-96.64,16718,32.9,49662,24930,14
NE,68508,1,Lincoln,US,40.81,-96.7,14854,21.3,17779,11413,33
NE,68510,1,Lincoln,US,40.81,-96.67,21942,34.9,42977,25823,13
NE,68516,3,Lincoln,US,40.76,-96.64,39586,39.4,79767,38543,11
NE,68521,1,Lincoln,US,40.86,-96.68,34446,28.8,49814,23233,5
NE,68601,1,Columbus,US,41.44,-97.37,28211,38.3,55923,26250,8
NE,68701,1,Norfolk,US,42.02,-97.43,30660,36.0,50026,26867,4
NE,68803,1,Grand Island,US,40.92,-98.38,23309,40.3,51715,27605,3
NE,68845,2,Kearney,US,40.72,-99.08,20171,29.7,53397,29037,7
NE,69101,1,North Platte,US,41.12,-100.77,29656,38.7,48154,26444,7
